,SR01Up_Avg,SR01Dn_Avg,IR01UpCo_Avg,IR01DnCo_Avg,T_RTD (2 m),P_PARO,T_HMP (3 m),rH_HMP (3 m),meanwsp_YWM,meanwdir_YWM,stdwdir_YWM,SWrad_Avg,Temp_Hobo (2 m),RH_Hobo (2 m)
5/17/20 0:00,0.166801417,0.995664333,308.5669367,333.5009333,6.887261825,939.920574,6.78126,58.8991,1.35378,194.6604922,0.002550652,0.04291,6.797161667,60.96007833
5/17/20 1:00,0.547541,0.796670167,300.995271,326.1200667,6.01354554,940.4812305,5.700925,64.5812,1.203325,192.4188915,0.002580428,0.235355,6.12047,66.53527833
5/17/20 2:00,3.241511667,0.828559667,307.1944784,325.7448,5.466812205,940.9107525,5.295555,65.2015,1.19571,190.8789391,0.002539586,2.25376,5.751035,67.13796667
5/17/20 3:00,0.559784583,0.678674,325.3456337,328.3456167,5.53309882,941.1812295,5.57891,67.90795,1.081275,192.8897138,0.002501671,0.29908,5.734085,70.34218
5/17/20 4:00,0.454306333,0.798540167,313.3700591,325.9597667,5.0706605,941.040353,5.17381,70.70945,1.182015,190.8789391,0.002732226,0.12352,5.303856667,73.36493833
5/17/20 5:00,16.78527217,2.216435667,314.8542298,326.5150833,4.711303695,940.8957585,4.65366,72.71605,0.75263,185.9919772,0.002587297,13.854645,4.747178333,76.24942333
5/17/20 6:00,84.29574217,9.736260167,312.8157511,330.5828667,5.206423515,940.8312525,5.14814,70.31225,0.95265,188.4264031,0.002414964,51.48872,5.514038333,74.03519833
5/17/20 7:00,213.4776105,20.52021767,320.1787801,353.1568833,7.14479574,940.810502,6.787075,70.83945,1.04268,186.9439719,0.002411567,202.127,7.25385,73.640655
5/17/20 8:00,188.9410567,16.52213606,324.8732254,363.0022,7.84431974,940.6930205,7.25995,65.29765,0.895765,186.6204981,0.002408022,195.1221,7.933235,67.62084
5/17/20 9:00,296.8444402,25.87524437,327.6780886,372.5820333,8.257048175,940.7309115,8.054055,64.3148,0.83036,191.1475439,0.002448009,263.8622,8.711516667,67.18519333
5/17/20 10:00,367.9484733,34.21053383,334.1854437,395.76805,9.91059387,940.420619,9.345515,63.69305,0.970165,192.9040122,0.002326341,362.191,9.83826,66.4862
5/17/20 11:00,344.3531217,32.8218595,334.8175787,394.0155333,10.03330413,940.2448885,9.65232,63.8236,1.06759,192.9040122,0.002286101,344.0345,10.02330167,66.98032667
5/17/20 12:00,321.24138,36.084292,345.1335035,395.7922667,10.04980325,940.372551,9.57356,64.52355,1.0046,194.0922246,0.002272563,350.30325,10.034015,66.341795
5/17/20 13:00,574.31612,81.84239017,326.6183942,475.0316167,13.92173482,939.872578,13.5189,45.57215,1.25689,200.6502178,0.002196463,646.428,13.60509833,47.54773167
5/17/20 14:00,501.2998583,67.63166233,325.4807485,438.8507,12.83117833,939.4123795,12.4652,44.8344,1.37606,199.6482255,0.002184481,531.93795,12.68802833,47.056455
5/17/20 15:00,591.4725467,81.6342035,323.4214859,474.7842167,15.2755576,939.2813915,14.4147,41.07155,1.255955,197.3131724,0.002184481,699.69445,14.7478,42.21673167
5/17/20 16:00,674.1179867,85.856673,321.8543638,476.93635,15.68630935,939.2649685,14.748,36.7801,1.3634,201.368365,0.002204518,651.009,15.40159,38.12401
5/17/20 17:00,404.5766017,55.8027175,323.0733168,426.7890833,13.49217902,939.029065,12.94925,43.1653,1.523685,201.1725948,0.002238704,412.35865,13.57185667,44.11765167
5/17/20 18:00,374.204355,52.05571633,323.1882422,436.7082333,13.13030906,938.668487,12.7801,45.2493,1.44717,197.4718411,0.002238704,413.3818,13.13385167,44.89441667
5/17/20 19:00,355.7285517,51.17422233,333.1311194,424.1246833,13.68893937,938.5508075,13.25555,41.18705,1.45612,199.3306503,0.002219387,386.80755,13.76340667,42.51592167
5/17/20 20:00,404.7019283,53.10073917,309.6657782,412.3572667,13.04932356,938.458345,12.59505,45.0639,1.35036,197.2137939,0.002238704,334.16665,13.34163,45.76283167
5/17/20 21:00,488.065435,50.34368183,306.2045724,378.6148,10.28973974,938.608288,9.971515,46.52155,1.071015,193.4799684,0.002199126,443.882365,10.32692667,47.35116
5/17/20 22:00,32.3462845,6.241805,291.9017183,333.0551167,7.038116525,938.8332895,6.95995,55.62155,1.15247,189.2616147,0.00230732,24.325035,6.955805,58.24625333
5/17/20 23:00,6.0462155,3.593003333,286.0592714,324.2327333,5.677038315,939.0217545,5.419265,57.716,1.13639,188.6503849,0.002609983,2.730925,5.832603333,59.89686667
5/18/20 0:00,2.715240667,3.103794333,280.6242903,317.38195,5.50712346,939.2718925,5.45384,57.5852,1.222125,186.4501744,0.003114978,0.50838,5.489528333,59.84609167
5/18/20 1:00,4.736549501,3.026421333,277.4723592,316.338,4.9464908,939.4803855,4.78457,58.9361,1.14497,185.1853845,0.003906432,0.55647,5.184518333,61.019135
5/18/20 2:00,4.929793001,2.652270167,277.133827,316.2451,4.504761035,939.675588,4.513185,60.8557,1.16495,184.881975,0.007799183,0.535655,4.848465,62.579185
5/18/20 3:00,3.881464834,2.494755667,273.2993727,316.7871333,4.502074065,939.690929,4.590895,61.83395,1.10839,184.881975,0.007787143,0.53045,4.725053333,63.05530167
5/18/20 4:00,3.825550167,2.587337333,274.1701633,316.4838667,4.284127145,939.7061425,4.30784,63.11575,1.108585,186.1717661,0.008955169,0.850285,4.473153333,64.26458833
5/18/20 5:00,18.014742,3.445602667,272.9193759,316.0695833,4.24423798,939.709585,4.12653,65.38505,1.09378,187.0332348,0.009029842,12.92321,4.280385,67.30731833
5/18/20 6:00,38.50436183,6.848122167,272.7335707,316.46195,4.13680427,939.7920955,4.04709,65.37985,1.105045,185.0880332,0.009644579,34.556165,4.302703333,67.4449
5/18/20 7:00,185.8067767,20.02916333,272.937358,324.0740667,4.1622669,939.803933,4.31787,68.36265,1.04885,186.582466,0.009665709,73.47936,4.373246667,70.95430333
5/18/20 8:00,334.27889,36.368422,273.6343835,359.4327667,5.936349575,939.7439295,5.413655,67.48325,1.016055,184.5752662,0.008616336,316.8796,5.903451667,69.68469167
5/18/20 9:00,544.1833815,62.98532883,296.0847727,406.1971167,10.14093756,939.433791,8.875285,54.8431,0.728435,192.631064,0.002909149,558.59395,9.475975,57.35210667
5/18/20 10:00,611.6683367,69.03258467,312.0803734,431.7842167,11.50544693,939.0631245,10.85365,44.9262,0.59654,192.3212681,0.002267719,634.94215,11.194625,47.994065
5/18/20 11:00,673.0889667,78.043297,322.6787793,451.35145,12.86336573,938.589597,12.49065,43.13355,0.84372,195.397749,0.002199903,635.6425,13.067835,46.33081333
5/18/20 12:00,378.2499572,57.04672583,336.9424732,452.5944833,15.00656085,937.91342,14.46905,36.7114,0.93191,198.6962426,0.002174124,480.08445,14.999235,37.59476167
5/18/20 13:00,370.3164883,50.06130917,336.7932828,448.30195,14.84574577,937.5684885,13.87125,37.9026,1.281385,199.0497339,0.002199903,432.751,14.84075167,38.39214667
5/18/20 14:00,385.7801622,50.90562222,335.5832757,439.8178833,14.71868655,937.1501445,13.9649,36.8856,1.527535,198.471486,0.002199903,441.9275,15.00175833,38.21896
5/18/20 15:00,337.476375,47.90373433,342.2211838,428.3048056,13.62642095,937.263912,12.933,41.0945,1.47065,197.5350619,0.002238704,351.3485,13.586655,42.37885
5/18/20 16:00,251.1194433,29.4445625,343.3376902,404.69995,12.52703884,936.429944,12.064,44.5452,1.26381,195.9615684,0.002238704,290.475,12.48060333,45.44996833
5/18/20 17:00,172.4067033,23.206734,343.7285344,389.7023724,12.3308456,935.8636795,11.90925,41.73325,1.37404,195.4373776,0.002219221,194.178,12.39228833,43.26735167
5/18/20 18:00,160.0699217,15.2168314,342.4811044,381.3411667,10.50772626,935.838752,10.119485,45.5499,1.12788,191.9159171,0.002345308,155.2104,10.34213333,46.58791
5/18/20 19:00,178.5958864,20.4449856,329.6960024,380.78145,10.08864842,935.836197,9.868235,48.0689,0.99273,191.8409095,0.002228347,206.2266,10.42251333,49.48471833
5/18/20 20:00,159.0214998,14.030778,317.5935792,372.5713667,9.75030686,935.84175,9.269755,50.9527,1.146815,186.615377,0.002289978,121.5172,9.79087,53.17409
5/18/20 21:00,64.031394,5.916458833,309.566293,355.4652667,8.495124085,935.8073395,8.53483,49.31315,1.10075,191.395622,0.00227455,63.77128,8.664028333,50.59114667
5/18/20 22:00,16.994001,3.071064667,320.8834775,343.7098,8.17481609,935.808652,8.12947,48.19165,1.154465,191.5318168,0.002242151,11.07755,8.304103333,49.92704333
5/18/20 23:00,1.186865667,0.392496833,325.9707414,340.0998,7.453191625,935.860191,7.43478,52.3647,1.16678,190.6879884,0.002329922,0.527985,7.820773333,53.75155667
5/19/20 0:00,0.108814083,0.415709667,327.4024247,336.7436333,7.15223573,936.4642895,6.94271,57.49215,1.16831,191.230192,0.002527107,0.11443,7.174561667,60.33010667
5/19/20 1:00,0.331622333,0.651261333,320.4519512,333.68655,6.83975398,936.4207125,6.802795,64.4501,1.54174,194.3345159,0.002651058,0.20416,6.9825,66.58271
5/19/20 2:00,0.577326833,0.5615685,325.6773068,329.13795,5.643127565,936.7658475,5.421565,72.701,0.947945,190.8639446,0.002564542,0.31989,5.528543333,76.17739167
5/19/20 3:00,0.522498167,0.859886667,325.8407328,327.1562833,4.594310125,936.804096,4.540015,77.85655,0.935835,190.2988255,0.002624224,0.271755,4.760606667,80.71498667
5/19/20 4:00,0.5150345,0.767748833,324.5068933,324.4687,4.38793451,936.5578735,4.299705,79.30665,0.988145,186.0410297,0.00255074,0.32637,4.857153333,81.87157667
5/19/20 5:00,7.809477667,0.895051,322.6993281,322.1778333,3.75046127,935.6607585,3.60794,79.2418,0.91856,174.034221,0.002626282,7.337235,4.052208333,82.63917833
5/19/20 6:00,46.851323,4.5372245,323.5525537,327.1247833,4.087762055,935.5834195,3.9988,78.6781,0.911245,180.9198355,0.002535305,43.289525,4.49211,82.44604667
5/19/20 7:00,214.3653317,21.69763733,323.9634171,348.3013833,5.23835325,935.6914355,4.9131,79.4845,0.77226,178.6478516,0.002514217,115.615,5.56791,84.40869
5/19/20 8:00,229.882175,20.416766,325.0476722,350.80275,6.091395505,935.6422765,5.786505,82.33675,0.93599,180.1573655,0.002420091,154.583,6.2327,86.43380833
5/19/20 9:00,235.0420017,20.214824,340.133555,369.8816333,6.339350925,935.6526855,5.91902,86.0533,0.81136,185.2257812,0.002388688,193.8291,6.938801667,89.44509333
5/19/20 10:00,304.0139483,28.14787483,331.9606247,374.46985,7.59322118,935.741411,7.1445,78.86065,0.684265,188.6536359,0.00231786,363.598,7.963656667,83.19192833
5/19/20 11:00,575.6864267,60.78678083,334.5903266,405.0456667,9.95378235,935.704195,9.34711,73.91745,0.69706,188.9170453,0.002337264,555.22595,9.572915,77.43236667
5/19/20 12:00,350.49073,36.2432445,345.6008186,394.8135167,9.57423983,935.7293585,9.0035,73.552,0.942105,189.4412361,0.002356748,336.199,9.463828333,75.47277
5/19/20 13:00,415.16276,51.826443,335.4674425,431.2078333,10.72178441,935.730583,10.36632,62.7999,1.19747,189.6311108,0.002286101,468.323,10.67609167,65.59567333
5/19/20 14:00,464.1111283,53.336764,337.6806373,445.12565,12.09957525,935.788234,11.574015,57.55975,1.124735,192.0053969,0.002253246,527.572,11.70846833,60.69646917
5/19/20 15:00,611.281255,76.43189333,340.0214739,461.7476833,13.6176393,935.7703355,13.0444,52.0191,0.843175,195.0380917,0.002236038,612.5637,13.53613,52.88148833
5/19/20 16:00,474.6955883,63.75179733,335.6709172,440.87035,12.72595551,936.3704715,12.32865,52.8283,1.144515,193.0543111,0.002261652,561.9665,12.77639167,53.73603333
5/19/20 17:00,321.112768,37.68335967,344.7944794,410.5535833,11.75665608,936.359264,11.2689,55.6996,1.12895,192.8352062,0.002261652,307.0582,11.699645,58.84010167
5/19/20 18:00,343.060755,39.94822433,345.5470063,418.4896056,12.01481178,936.7990535,11.62275,56.52545,0.95317,193.6063029,0.002235872,323.8867,12.25682833,58.13374667
5/19/20 19:00,120.260265,12.39456354,344.0607568,368.6809083,8.657910895,937.633217,8.554095,71.86455,1.37295,193.7391819,0.002705035,128.07835,8.655866667,74.43711167
5/19/20 20:00,80.67137867,8.107801854,337.7035835,355.8912667,7.607263475,938.474011,7.53057,79.6211,1.36375,194.8547357,0.002406011,81.371405,7.859138333,82.14819833
5/19/20 21:00,73.46841667,6.165003167,334.7305696,345.8226333,6.569117855,938.819436,6.378445,79.3108,1.08207,191.4773293,0.002316876,53.15506,6.947283333,82.35946833
5/19/20 22:00,15.85324567,2.212636,335.0530733,335.4840333,5.54291957,939.2706255,5.411505,81.79935,0.986515,190.5062862,0.002407452,11.543895,5.603293333,84.70141167
5/19/20 23:00,1.863702667,0.8340145,331.6822054,331.0698667,4.775594705,939.8262135,4.82914,82.4137,1.150585,192.7257344,0.002486597,1.493035,4.992345,85.14079333
5/20/20 0:00,0.353240833,0.694912833,330.5746236,329.05195,4.49589979,940.566573,4.54675,82.5885,0.96928,190.9048272,0.002630185,0.420045,4.759093333,85.50956833
5/20/20 1:00,0.460679167,0.927171333,329.4734333,327.2208667,4.45611731,941.0836195,4.337595,81.90195,1.13479,192.151901,0.002524016,0.39922,4.64584,84.77563667
5/20/20 2:00,0.412081833,0.691935667,328.9560888,326.5795667,3.683084525,941.4371965,3.737045,87.072,0.90082,187.9100828,0.002729135,0.46938,4.02745,92.33195
5/20/20 3:00,0.817921833,0.646498833,328.7858512,325.3638833,3.47577789,941.961939,3.57241,90.4439,0.842295,183.6474192,0.002797585,0.91805,3.7109,94.19485
5/20/20 4:00,1.013516583,0.645527667,328.9560888,324.9937833,3.70326101,942.3844095,3.719265,89.4644,0.917295,186.188803,0.002685989,0.59419,3.942075,92.989005
5/20/20 5:00,6.775341667,0.768987833,329.110223,325.6211167,3.47974839,942.780597,3.43908,87.2492,0.864565,185.3695546,0.002700168,4.95082,3.84059,92.15302167
5/20/20 6:00,59.505986,4.467573334,329.0120877,328.1636833,3.64314334,943.089999,3.727595,89.9475,0.804395,182.7956573,0.002607773,47.6635,3.92399,93.92360667
5/20/20 7:00,182.4520282,14.7560785,331.3974946,352.155,5.17293208,943.461926,4.858,87.9006,0.7621,183.8356499,0.002570606,133.6616,5.659945,91.42575
5/20/20 8:00,216.7297783,15.07554583,331.725455,351.8517833,5.285087955,943.778958,5.183445,86.64705,0.699035,184.7073327,0.002506738,154.79245,5.88528,90.41123
5/20/20 9:00,309.4170133,25.38040117,322.9039265,369.7195,6.283457605,944.2249235,5.95114,81.2199,0.775265,185.4114876,0.002459654,276.60175,7.035613333,87.24266333
5/20/20 10:00,374.0411867,38.52047883,324.275633,381.7710667,8.05604935,944.612174,7.62714,79.05,0.7574,191.7344945,0.002329603,404.52835,8.280866667,83.87345
5/20/20 11:00,643.5147333,69.26112667,317.391987,406.0126833,10.19982254,944.884164,9.599285,74.34495,0.74436,192.1543096,0.002314681,549.23795,9.889375,78.082835
5/20/20 12:00,521.3967,57.084145,330.4629912,409.7157333,10.30033264,945.1109825,9.823915,64.5637,1.198145,192.2325873,0.002272643,519.65495,10.28299,66.741635
5/20/20 13:00,741.28325,87.00919167,326.1847121,471.4314,12.85816207,945.018513,12.177115,56.73195,0.973755,196.6772031,0.002228876,708.0905,12.62538833,58.49391
5/20/20 14:00,512.4812817,70.72095066,333.33617,436.2034833,11.76164758,945.1812735,11.5114,54.6735,1.165855,196.9476036,0.002228876,625.1725,12.13839,56.15694167
5/20/20 15:00,517.27281,65.55141667,335.4009855,462.4753333,14.0089818,945.1338125,13.36725,50.4952,1.247315,199.0685706,0.002198427,566.3857,13.56496667,52.82775167
5/20/20 16:00,609.4431667,88.72408833,333.3559413,485.1168833,16.10289515,945.078811,15.2962,40.98055,1.32956,199.0685706,0.002247263,722.8555,15.853565,41.91475
5/20/20 17:00,705.9915067,78.21649967,330.1354828,448.3672833,14.91232645,945.0658725,13.97005,45.26745,1.064675,197.6342937,0.00215154,706.7505,15.09027667,47.19162833
5/20/20 18:00,415.036445,41.23271628,332.6564832,405.4275389,13.76146116,945.353851,13.0879,48.961,0.915125,195.0436824,0.002214888,395.40115,13.97175167,51.41043
5/20/20 19:00,541.6471283,56.6057905,312.7722377,407.0013222,13.1106375,945.408539,12.4129,50.36715,0.7734,194.3647181,0.002214888,442.369,12.916375,53.53519167
5/20/20 20:00,106.5303928,13.52273433,340.9537321,376.4492057,9.793079105,945.9887215,9.349095,53.73625,1.26459,194.5203904,0.002235984,112.71565,9.725571667,57.02475833
5/20/20 21:00,70.623576,9.113459229,323.9496289,363.0597917,9.531481815,946.319712,8.916355,62.67225,1.23497,194.8245775,0.002257319,77.282465,9.604325,64.225035
5/20/20 22:00,48.08586417,4.644829667,326.1776197,351.19265,7.853109585,946.7266105,7.829055,69.8035,1.16121,193.3326109,0.002278414,43.75842,7.95319,72.16134833
5/20/20 23:00,1.137249833,0.6404345,335.070812,340.29545,5.890846175,947.172057,5.634945,80.6331,1.29769,192.2584008,0.002458865,1.387365,5.922921667,82.86714167
5/21/20 0:00,0.235400167,0.555754667,332.5576869,334.2047833,5.02833117,947.158293,5.07375,82.12345,1.072415,190.9721969,0.002591818,0.42656,5.323063333,86.190615
5/21/20 1:00,0.594994333,0.487670667,331.5184626,331.0392167,4.38449521,947.52121,4.349525,85.9008,0.87424,185.5074245,0.002529523,0.49939,4.53649,89.76503333
5/21/20 2:00,0.404712833,0.676604,329.6152597,329.4735333,4.389845615,947.6857415,4.23617,85.9313,0.86528,186.4032572,0.002695115,0.50326,4.454488333,89.025995
5/21/20 3:00,0.3597125,0.708054333,322.3400389,325.6131333,4.599258815,947.868756,4.554635,82.4364,1.05115,190.341201,0.002677191,0.416095,4.657093333,85.70713167
5/21/20 4:00,0.900332667,0.7131075,320.8218097,324.45055,4.27120988,947.9699915,4.30561,81.61315,1.15926,185.6786473,0.002696096,0.988365,4.6229,85.33465667
5/21/20 5:00,25.83341917,2.052557833,321.9241259,325.0165833,4.18905208,948.2095015,4.23334,81.27595,0.978175,185.6786473,0.002615953,19.883775,4.438261667,84.69303
5/21/20 6:00,97.83894334,9.6961405,311.8424339,331.0871667,4.17241215,948.3645285,4.15317,80.4174,0.967065,184.457005,0.002541407,62.64423,4.86238,84.60840167
5/21/20 7:00,345.8956333,32.619344,310.5103439,355.3237167,6.068976795,948.3949505,5.760685,83.1737,0.822395,190.009594,0.002453925,252.5241,6.258575,85.363375
5/21/20 8:00,356.4912417,38.67212367,297.974591,357.89055,5.945203345,948.5270445,5.732975,78.23015,1.012845,178.953508,0.002466445,390.2403,6.124451667,82.19562667
5/21/20 9:00,499.3452233,50.6481955,312.0643809,399.9476,8.85903506,948.265922,7.985075,74.56045,0.70997,188.3526007,0.002338729,529.958,8.673416666,78.44767333
5/21/20 10:00,671.1498333,73.017421,312.2228298,430.2933667,11.06029332,947.7499155,10.057715,62.66625,0.60062,190.7313195,0.002274198,691.4805,10.63251667,64.99959333
5/21/20 11:00,599.6,75.067098,319.8668216,435.0887667,11.45911763,947.349452,10.994765,57.6166,1.020435,192.2243175,0.002233231,620.297,11.28149833,59.92886833
5/21/20 12:00,627.165,84.008385,321.2917781,471.1125333,12.84531879,946.708627,12.3768,54.71725,1.0571,195.3316077,0.002208781,687.4825,12.7718,55.755355
5/21/20 13:00,800.0086,100.9532033,324.0755509,480.2556333,15.31553715,946.497488,14.47145,46.81925,0.71711,196.2501314,0.002186908,866.264,15.26630167,47.81161333
5/21/20 14:00,678.16295,88.10452667,323.6990677,477.8752167,15.57160315,945.795037,14.64445,42.63205,0.743805,196.2501314,0.002195571,769.4185,15.519495,43.556595
5/21/20 15:00,582.97231,82.39764667,327.7754965,474.5777167,16.22551205,945.583715,14.97365,41.9314,1.342075,198.6854803,0.002186445,665.2381,15.80907333,41.93563833
5/21/20 16:00,649.9452,87.05301833,325.5329868,484.6012333,17.2710991,944.887424,16.5482,36.12995,1.424275,200.4599633,0.002186445,716.458,17.16400667,37.23674667
5/21/20 17:00,495.31513,77.8624905,321.9705299,478.6746333,17.7206939,944.181316,16.45245,36.3634,1.56327,200.4442784,0.002186445,589.6003,17.39347,37.86976167
5/21/20 18:00,433.03156,57.97421967,321.1708474,442.4266167,15.5003134,943.61596,15.1213,37.83035,1.450425,200.0422149,0.00215154,540.9231,15.7117,38.46530333
5/21/20 19:00,391.334215,50.97907667,309.6029391,403.7059222,13.78035326,943.3636675,14.001,43.9515,1.17846,195.931648,0.002179983,303.0137,14.40690667,44.72094
5/21/20 20:00,438.6607183,52.48506433,309.029438,402.3555778,13.02704343,943.468369,12.6465,45.2061,0.867115,195.3621932,0.002214888,370.97315,13.08886667,46.46540333
5/21/20 21:00,500.7990772,51.09267133,307.8301169,378.3948583,10.10006427,943.349533,9.638395,51.1911,1.18023,188.6529917,0.002200591,452.35798,10.08797,52.39205333
5/21/20 22:00,125.1140975,13.334749,297.078992,343.8004,8.01813245,943.829264,8.115205,49.22235,1.132625,190.8078409,0.002194794,23.326845,8.416273333,50.15400667
5/21/20 23:00,20.1955735,4.267994167,289.6953985,326.3458333,6.137550835,943.659943,5.96934,58.3971,1.29081,190.6647573,0.002482012,10.219615,6.156555,61.140315
5/22/20 0:00,2.924835,3.591134833,287.5313435,323.5977,5.83228868,943.5625875,5.815115,57.65885,1.242045,192.2678032,0.002829774,0.728115,5.755005,59.590875
5/22/20 1:00,2.750550334,3.209377,279.0281439,316.7768,5.046066735,943.5177545,4.92183,61.2655,1.134655,185.4456818,0.002881003,0.726785,5.367358333,62.08612167
5/22/20 2:00,3.6441195,2.889939667,273.9639028,314.9681167,4.15636682,943.129842,4.16059,65.2258,1.167455,184.0071858,0.005226743,1.119495,4.289026667,66.87618333
5/22/20 3:00,3.6194845,2.6283525,273.7775683,317.3450833,4.39400885,942.964261,4.29983,65.3749,1.14196,186.6775081,0.00814881,1.148135,4.465055,67.07836667
5/22/20 4:00,3.948861,2.625329333,273.2500637,315.9502,3.998715035,942.6788135,4.28316,70.40125,1.09548,188.2183604,0.00983372,1.14423,4.254691667,71.92241667
5/22/20 5:00,27.18802483,4.5684245,273.4712743,316.15365,3.53459641,942.0671735,3.50297,71.2544,1.096535,184.9839866,0.00968088,23.48073,3.953558333,72.58709
5/22/20 6:00,150.2779633,17.3221685,272.5031881,320.68985,3.799273625,941.6396145,3.96686,71.9476,1.0148,186.7294807,0.009614361,47.63036,4.451473333,73.93301167
5/22/20 7:00,332.193345,37.018924,273.3965716,360.7095667,5.8144084,941.5940855,5.37085,71.15045,0.830565,186.2826677,0.004170974,320.1329,6.143593333,72.59009
5/22/20 8:00,347.7765633,39.9774025,277.4143893,363.6285333,6.26559813,941.3611355,5.859585,71.2299,0.784425,185.3805234,0.003372902,317.16505,6.601671667,71.97703667
5/22/20 9:00,558.9971148,64.31413683,304.1459048,403.46205,10.09388029,940.789031,9.209225,56.4129,0.58697,190.9447362,0.00231717,550.852,9.612871667,60.804915
5/22/20 10:00,496.03864,60.27142267,309.7270352,405.8137667,10.99837597,940.222609,10.452365,49.20035,0.8587,191.7979761,0.002354835,463.62695,10.60056833,52.26039
5/22/20 11:00,240.7195517,23.57035067,330.943904,379.9191,9.690729705,940.1862845,9.15612,52.55735,0.847375,193.597264,0.002252796,262.3721,9.621033333,54.91100333
5/22/20 12:00,284.8033533,36.2392005,333.5126595,392.028,10.2903478,940.088082,9.880795,53.20565,1.11145,194.7259926,0.002230133,340.3721,10.26446667,53.75608667
5/22/20 13:00,226.1708517,24.73199583,330.2914077,380.2298667,10.10467385,940.1412745,9.72528,52.71345,1.22756,195.0592407,0.002219221,246.94905,10.19130833,52.90646167
5/22/20 14:00,258.9796903,29.69304267,336.8672755,396.4397167,10.77787101,940.142861,10.60925,46.91605,1.04577,195.3926579,0.00224783,253.7341,11.03710333,48.53181667
5/22/20 15:00,334.7651411,47.14996806,345.4568971,408.8593,12.50448659,940.226637,11.8571,47.46215,0.899285,194.2600931,0.002228347,327.6629,12.32436,49.48955167
5/22/20 16:00,247.3264164,24.157076,345.7572025,392.6721667,11.59092842,940.2999795,11.31407,49.66645,1.080145,195.0592407,0.002219221,267.951,11.68693167,50.86303833
5/22/20 17:00,214.4300397,24.68992817,343.3613787,383.9635557,10.35463509,940.2592135,10.411515,52.74455,1.22376,195.0592407,0.002219221,258.02095,10.57217167,52.76918667
5/22/20 18:00,168.20164,21.2570286,342.5882187,379.4652333,10.29145366,940.051994,9.96862,51.73855,1.16423,193.5123512,0.002255239,219.9916,10.33604333,53.29860833
5/22/20 19:00,110.5794247,11.6768664,341.6303992,372.6910333,10.25719524,939.596862,10.059875,52.1996,1.186315,194.7550537,0.002219221,118.18245,10.53519,53.13609333
5/22/20 20:00,104.2602833,11.05008833,327.0101235,371.1765333,9.73190481,939.3709035,9.35235,53.8047,1.11433,194.750148,0.002234143,103.39015,9.722685,53.43882667
5/22/20 21:00,53.28594667,5.409912166,330.3804856,358.9987333,8.842522905,939.4245025,8.762545,52.036,1.138775,193.114136,0.002243269,55.157825,8.950461667,54.87062
5/22/20 22:00,17.30632467,1.3695115,328.6527738,341.41795,7.49241119,939.445336,6.9794,61.26545,1.163715,189.7033618,0.002391788,10.12604,7.212525,63.23834
5/22/20 23:00,3.231854833,0.721981,326.7233939,337.8419667,6.448765545,939.56399,6.49451,65.22165,0.987515,190.799858,0.002459989,3.831965,6.454038333,67.46247833
5/23/20 0:00,0.125911833,0.431790333,327.418518,335.7144333,6.270651665,939.538844,6.277735,64.70405,1.119015,191.5108166,0.002501671,0.05201,6.514588333,66.49546833
5/23/20 1:00,0.220742833,0.5239415,326.0273028,331.8337,6.092595325,939.2083725,6.157015,65.5693,1.03167,192.6498666,0.002569754,0.18988,6.164348333,67.878095
5/23/20 2:00,3.90032175,0.845864333,324.8267289,329.6270167,6.227048675,939.397519,5.955185,66.3459,1.06834,192.6769162,0.002503364,2.57907,6.159536667,68.75719
5/23/20 3:00,0.366076333,0.685973833,314.9836584,325.6961,5.319702265,939.4709055,5.25194,65.9459,1.10569,193.4015345,0.002618928,0.117035,5.534515,68.41627667
5/23/20 4:00,1.444441,1.250553167,293.1686698,322.2469833,4.99038085,938.9589565,5.035985,71.5633,1.225225,187.3952408,0.002549917,0.473295,5.206625,74.39098
5/23/20 5:00,25.96594117,4.408483833,292.4339206,320.5036,4.70706142,938.7570235,4.64836,71.37755,1.194355,184.8897094,0.002488364,21.114615,4.92048,72.80219333
5/23/20 6:00,232.0150583,24.8303175,313.5022225,339.55875,6.39046492,938.3636415,6.094475,71.03265,0.986695,190.3829978,0.002355585,174.47705,6.73805,74.36913833
5/23/20 7:00,160.7270892,16.57771,319.2756386,348.8616167,6.35391647,937.636255,6.220265,71.47895,1.04015,191.5110142,0.002400095,153.8633,6.560301667,73.22232333
5/23/20 8:00,238.8608707,24.35092833,317.3145992,363.2467833,7.66458152,937.3222355,7.26231,65.8215,0.87918,189.2151867,0.002352187,237.24385,7.863383333,68.30587333
5/23/20 9:00,318.5643482,29.40186567,322.0937738,376.282425,8.89673798,936.7329195,8.68466,64.6746,1.149155,192.5062793,0.002307751,307.2507,9.1784,66.03231167
5/23/20 10:00,553.6114582,62.755924,308.773355,403.4178667,10.49020602,936.781614,9.83136,56.5891,0.72622,189.68784,0.002281971,576.1799,10.30978667,60.08687833
5/23/20 11:00,610.59855,68.79318367,327.9636155,450.7590333,13.34692738,935.8987815,12.813,41.81125,0.65759,193.7285675,0.002209029,662.189,13.33237833,44.59020667
5/23/20 12:00,571.8317067,62.06255166,336.7301421,451.3269167,14.41681244,935.79083,13.6647,45.1864,0.74758,193.0881309,0.002209029,598.506,14.29328,47.43132167
5/23/20 13:00,394.18527,52.88737,335.8559016,439.0711667,13.77871245,934.4836635,13.126,47.8139,1.271815,194.0283789,0.002199903,429.0166,14.08543667,49.67295667
