TIMESTAMP,T_air,RH_air,SWin,LWin,LWout,Tilt_Ux_deg_Avg,Tilt_Uy_deg_Avg,Wspd,Wdir,G1,G2,G3,T_surf_1,RH_surf_1,T_surf_2,RH_surf_2,T_surf_3,RH_surf_3,Pressure,e_surf_1,e_surf_2,e_surf_3,e_2m
2021-09-04 19:00:00,8.18675,74.39666666666666,45.941666666666656,329.40000000000003,354.4083333333333,8.659999999999998,11.4475,3.656166666666666,312.9916666666667,17.166095,33.894012499999995,24.825012500000003,1.8205,99.97966666666666,7.1185,100.0,7.397500000000001,85.9545,919.7407166666666,0.004709047353122345,0.006825708504709185,0.005979414253316012,0.005460635569418323
2021-09-04 20:00:00,7.291,77.90166666666667,3.7237500000000003,346.35833333333335,348.375,8.643333333333333,11.101666666666667,3.7070833333333333,340.5833333333333,15.024450000000002,29.46989083333334,21.4885225,1.563,100.0,6.081833333333333,100.0,6.146333333333334,88.62450000000001,919.6654,0.004624315129680342,0.006355720525732535,0.005656308182230972,0.0053796414858288295
2021-09-04 21:00:00,6.46275,87.35833333333335,0.0,345.90000000000003,343.14166666666665,8.666666666666666,11.211666666666668,2.6058333333333334,326.40833333333325,13.999035833333336,22.95945833333333,19.196814999999997,1.3556666666666668,100.0,5.4455,100.0,5.223833333333334,93.33333333333333,919.8597166666667,0.004555420545110941,0.0060800527850419575,0.005587688006756187,0.005698095140088437
2021-09-04 22:00:00,5.971583333333332,87.80833333333334,0.0,341.0083333333334,340.0833333333333,8.886666666666667,11.412500000000001,2.9095833333333334,334.19166666666666,12.518189166666668,18.859289166666667,17.544018333333334,1.0551666666666668,100.0,4.830666666666667,100.0,4.580500000000001,94.07816666666666,920.0719166666667,0.004456773877604809,0.005823975745714568,0.0053840697039622765,0.005535313102718785
2021-09-04 23:00:00,5.702166666666667,87.55,0.0,334.59999999999997,337.93333333333334,8.853333333333333,11.286666666666667,2.9018333333333337,314.1666666666667,11.497014166666666,19.460174166666665,15.440395000000002,1.0695000000000001,100.0,4.3445,100.0,4.137166666666666,94.39566666666667,920.2165333333334,0.004460660485841309,0.005628238563812237,0.005236130873114197,0.005416218017668738
2021-09-05 00:00:00,5.522583333333334,88.01666666666665,0.0,326.4083333333333,336.2083333333333,8.713333333333333,11.195,2.9875833333333333,334.5333333333333,10.874410750000001,18.577298333333335,13.692236666666666,1.0336666666666667,100.0,4.0085,100.0,3.8011666666666666,94.48916666666666,920.4352166666666,0.0044481174434538315,0.00549582014669587,0.005117898490435531,0.005376430083093216
2021-09-05 01:00:00,5.234583333333333,89.02500000000002,0.004333333333333334,330.64166666666665,335.2416666666667,8.745833333333334,11.179166666666665,2.701416666666667,338.03333333333336,10.087669166666666,17.499939166666667,12.367975833333333,0.9836666666666666,100.0,3.7151666666666663,100.0,3.5368333333333326,94.49316666666665,920.6607666666667,0.004431060705711124,0.00538226460063352,0.005022309686183703,0.005329002810937449
2021-09-05 02:00:00,5.06775,91.34166666666665,0.12325000000000001,343.21666666666664,336.175,8.8125,11.265,2.4690833333333333,337.5083333333333,10.356337083333335,16.662289166666667,11.393765,0.9906666666666667,100.0,3.6005000000000003,100.0,3.5864999999999996,94.35483333333333,920.85065,0.004432372547477818,0.005337802980296665,0.005031495642294445,0.0054034471745251665
2021-09-05 03:00:00,5.190333333333334,92.58333333333333,0.08258333333333333,347.7750000000001,337.31666666666666,8.791666666666666,11.256666666666666,2.5345833333333334,338.51666666666665,11.4592625,16.753178333333334,10.895439166666668,1.0336666666666667,100.0,3.7008333333333336,100.0,3.7581666666666673,94.01733333333333,921.1078666666666,0.0044448690361168506,0.0053741787670324335,0.005073081677266362,0.005522289336071912
2021-09-05 04:00:00,5.276583333333334,92.40833333333332,0.0,346.98333333333335,337.59166666666664,8.790833333333333,11.206666666666665,2.921666666666667,336.95,11.677458333333332,17.650811666666666,10.793381666666667,1.1483333333333334,100.0,3.8011666666666666,100.0,3.808333333333333,94.09033333333333,921.4443000000001,0.004480048029251013,0.005410275189023191,0.005093108926890514,0.005542988904390179
2021-09-05 05:00:00,5.251,93.99166666666667,0.0,346.72499999999997,337.69166666666666,8.793333333333333,11.139166666666668,2.6609166666666666,334.3833333333333,11.831614166666668,18.451788333333337,10.914014166666666,1.1483333333333334,100.0,3.8226666666666667,100.0,3.8585,94.1595,921.7145,0.004478729038758975,0.005416871317310767,0.005113385678344849,0.005626293083065483
2021-09-05 06:00:00,4.982416666666666,96.39999999999999,0.7945833333333333,344.0166666666667,337.2583333333334,8.805833333333334,11.101666666666665,2.0175000000000005,340.27500000000003,11.8330125,18.367526666666667,11.0248025,1.1411666666666669,100.0,3.7724999999999995,100.0,3.8513333333333333,94.21233333333333,922.0588166666666,0.004474749223654825,0.005395786294736385,0.00511176335440749,0.005661451953610352
2021-09-05 07:00:00,4.730916666666667,98.60833333333333,13.04916666666667,342.80833333333334,337.125,8.745833333333335,11.094166666666666,1.9834166666666668,343.06666666666666,11.958552500000001,17.644761666666668,11.063063333333332,1.0766666666666669,100.0,3.7366666666666677,100.0,3.872833333333334,94.27350000000001,922.44605,0.004452180540709957,0.00537991850363559,0.005120688644778715,0.0056880394688439825
2021-09-05 08:00:00,5.029416666666666,99.60000000000001,73.265,343.29166666666674,340.06666666666666,8.765833333333333,11.088333333333333,1.6225833333333333,344.2833333333333,14.154851666666664,14.8619225,11.6349025,0.9624999999999999,100.0,3.9584999999999995,100.0,4.315833333333334,94.33466666666668,922.9523166666668,0.004413383587186276,0.005461722938263099,0.005283859212738235,0.005862889320750049
2021-09-05 09:00:00,6.555916666666666,99.81666666666665,138.15,349.31666666666666,349.2,8.753333333333332,11.082499999999998,0.6003333333333333,143.625,21.08493916666667,15.907909166666668,12.538969166666668,1.1055,100.0,4.8020000000000005,100.0,5.803,94.4445,923.5965833333333,0.004456041958416443,0.005791309952852923,0.0058660282853021765,0.006526090475810074
2021-09-05 10:00:00,8.5375,99.09166666666665,160.64166666666665,357.00000000000006,359.4666666666667,8.740833333333333,11.044166666666667,0.31316666666666665,86.81666666666666,29.678571666666667,18.590946666666664,15.073555000000004,1.4913333333333334,100.0,6.6754999999999995,100.0,7.640666666666667,94.46483333333333,924.3402499999999,0.004577370674945488,0.006588698362582766,0.006650144154765498,0.007411276267306143
2021-09-05 11:00:00,8.980833333333335,97.075,260.8333333333333,354.0666666666666,366.57500000000005,8.7575,10.963333333333333,0.8535833333333334,259.025,34.55785666666667,19.965907500000004,19.0430925,1.7060000000000002,99.943,7.740833333333332,100.0,9.027833333333332,94.48100000000001,924.9571833333333,0.004642660766319561,0.0070826239859767305,0.007301464567145123,0.007476397940702362
2021-09-05 12:00:00,8.384749999999999,95.40833333333332,185.1833333333333,352.0,365.2750000000001,8.750833333333334,10.968333333333334,1.4394166666666666,256.68333333333334,35.26376333333334,24.675644166666668,23.22841666666667,2.0995000000000004,99.536,8.412666666666668,100.0,9.227833333333335,94.432,925.5345833333334,0.004752506250991492,0.007406730883909573,0.007392023295217224,0.007053182607507847
2021-09-05 13:00:00,7.4575000000000005,96.26666666666667,149.76666666666668,346.5083333333334,357.4166666666666,8.742500000000001,10.8175,2.52725,341.6583333333333,26.902135,20.738060833333332,26.220038333333335,1.9421666666666664,99.86166666666668,7.898166666666666,100.0,7.948166666666666,94.18416666666667,926.0310166666667,0.004712593300936824,0.007148938469629018,0.0067569223529938055,0.006677753641733034
2021-09-05 14:00:00,7.309666666666668,93.81666666666666,160.95,345.4666666666667,354.6666666666667,8.845833333333333,10.858333333333333,3.2862499999999994,329.09166666666664,21.856029166666662,13.524516666666665,27.013140833333335,1.6704999999999999,100.0,7.354500000000001,100.0,7.290166666666668,94.058,926.3203,0.004626578475946286,0.006886218575348939,0.006448788006264105,0.0064403550267798015
2021-09-05 15:00:00,7.501416666666667,89.95833333333333,142.64999999999998,348.325,353.94166666666666,8.679166666666665,10.735,2.509,290.375,21.767454166666667,19.657592500000003,25.739464999999996,1.8633333333333333,100.0,6.982833333333333,100.0,7.082833333333333,94.15133333333331,926.6006833333332,0.004689491748568636,0.006710869890179796,0.006361894112720969,0.0062550619488056566
2021-09-05 16:00:00,7.220833333333332,86.94999999999999,76.165,346.63333333333327,350.43333333333334,8.763333333333334,10.644999999999998,2.369333333333333,313.59999999999997,21.305481666666665,24.892898333333335,24.430667500000002,2.027833333333333,100.0,6.611166666666667,100.0,6.603833333333333,94.15133333333334,927.0039499999999,0.004742771732619653,0.006539356642256205,0.0061544547866507196,0.005928422482094853
2021-09-05 17:00:00,6.277583333333333,90.64999999999999,51.835,344.34999999999997,345.6833333333334,8.766666666666667,10.670000000000002,2.7015,305.825,17.0235125,18.731466666666666,23.46615083333333,1.649,100.0,5.9675,100.0,5.753166666666668,94.12683333333332,927.29065,0.004614658815768844,0.006253528312665925,0.005799659418810718,0.0057910433799638235
2021-09-05 18:00:00,5.890166666666666,91.63333333333333,29.913333333333338,343.0333333333333,342.6416666666667,8.7575,10.560833333333335,2.777583333333333,332.5,15.330251666666667,18.127953333333334,21.5234025,1.5199999999999998,100.0,5.352666666666668,100.0,5.152333333333334,94.21233333333333,927.6806499999999,0.0045702430346759625,0.005990058920229707,0.005565188509290465,0.005696889765457703
