,SWin,SWout,LWin,LWout,T_RTD,P,T_HMP,RH_HMP,Wspd,Wdir,SWin_global,T_Hobo,RH_Hobo,Orig_Data
6/1/20 00:00,0.054544167,0.548367286,329.7823833,329.18155,3.953080035,935.888676,3.676455,92.819,0.92775,221.4730285,0.172905,4.02852,95.007175,0
6/1/20 01:00,0.097298333,0.55633954,326.8369167,325.9828333,4.29896274,936.4405335,4.4661,87.3556,1.00704,231.6272465,0.19631,4.348046667,89.57909833,0
6/1/20 02:00,0.006776667,0.560235942,328.1243167,326.2659667,4.845347125,936.700217,5.03579,82.68875,1.093965,238.850088,0.091,5.003295,86.76257667,0
6/1/20 03:00,0.008096333,0.55633954,323.8405,325.4809,4.06438227,936.9089645,4.035185,84.71755,1.002555,218.9088085,0.0975,4.239488333,88.875535,0
6/1/20 04:00,0.743041667,0.560235942,323.9092333,326.6974833,4.190052035,937.01687,4.490725,85.4101,0.992945,239.4375766,2.828625,4.584445,88.53450667,0
6/1/20 05:00,14.750665,0.640918405,322.1713667,326.2945833,4.036631865,937.132998,3.9859,92.478,1.006165,221.4914825,9.05132,4.218926667,95.28740333,0
6/1/20 06:00,48.042395,4.90604554,320.17495,325.9024667,4.113399755,937.133523,4.0406,88.7069,1.037455,236.8492199,36.8759,4.372313333,91.49028,0
6/1/20 07:00,170.67619,10.41840759,321.94755,340.8886167,4.83373434,937.115276,4.706335,84.77625,1.32483,266.1725964,154.1358,4.754145,88.134515,0
6/1/20 08:00,242.34457,19.10006705,324.4508333,353.9513167,5.99256083,937.104091,5.635845,82.57985,0.80283,217.1850316,211.3047,5.957476667,86.64354167,0
6/1/20 09:00,402.3237717,39.33990907,329.3052,374.2976,6.91048802,937.0080445,6.359955,79.9251,0.69394,212.32438,457.3885,6.943655,82.59111833,0
6/1/20 10:00,595.9533667,67.67765906,341.2093167,405.5873667,9.25123715,936.951438,8.478985,71.3162,0.849055,239.189004,629.095,9.297776667,75.451155,0
6/1/20 11:00,632.4913,76.47585789,326.71315,422.8182333,10.74395663,936.646362,10.235925,64.8309,1.28313,255.3451137,614.8115,10.46409333,67.093885,0
6/1/20 12:00,743.5216,92.3988818,318.6372167,467.8082667,12.87869304,936.21451,12.4001,52.74245,1.06264,251.2855551,817.286,13.05381333,53.763785,0
6/1/20 13:00,550.5607667,63.75768797,327.2668167,438.69025,12.27635801,935.826738,11.6844,49.7947,0.928115,248.0164109,548.82495,12.32324,50.93908833,0
6/1/20 14:00,576.2479,70.5323604,338.4465167,441.4876833,12.95477125,935.8506805,12.53165,45.63835,1.202845,224.1970802,562.1931,12.78165833,47.77633,0
6/1/20 15:00,319.27303,46.8465382,344.6125833,422.4985833,11.78459843,935.7303075,11.355675,46.465,1.456525,242.2254836,374.8975,11.69218,49.78982,0
6/1/20 16:00,324.54175,46.22416128,334.5429,408.1813333,10.68216835,935.1655415,10.43255,49.39595,1.681935,259.260506,387.7235,10.78976833,53.14446333,0
6/1/20 17:00,351.8167733,47.36730167,323.8189333,401.5093833,10.65302694,934.2530775,10.4515,49.45105,1.57833,264.4065597,411.1055,10.71606,53.244695,0
6/1/20 18:00,391.8860467,53.49064816,306.9832,423.07635,11.94927929,934.1614945,11.55295,49.89015,1.180625,254.0646513,419.0155,11.79638167,51.481605,0
6/1/20 19:00,490.4127267,61.64575444,322.1908667,439.0437167,12.93386978,933.5519765,12.38685,44.6847,0.676545,220.6133301,515.79095,12.72637667,47.123495,0
6/1/20 20:00,318.0131806,45.98879453,310.6472333,399.4168833,11.16722415,933.2936295,10.88751,48.9721,0.879765,205.4341827,341.9455,11.05509833,50.64625167,0
6/1/20 21:00,105.08077,12.08676124,308.9750167,366.4876667,9.220233905,933.0159,8.985685,56.06625,1.120695,197.2060344,125.4024,9.287528333,58.239385,0
6/1/20 22:00,9.788299834,1.867548565,291.4388167,336.8175667,6.18228601,933.411189,6.27677,68.2336,1.070185,215.4197916,8.311295,6.373613333,69.230955,0
6/1/20 23:00,0.019739833,1.126575899,285.6063167,323.3535167,5.14273997,933.532686,4.978685,74.07315,1.274435,248.9965542,0.19508,5.20979,75.89322167,0
6/2/20 00:00,2.02E-05,0.834416554,294.0925,324.7817667,4.710294225,933.7026835,4.59787,73.2287,1.254335,201.6012177,0.0039,4.770675,75.6662,0
6/2/20 01:00,0.000899167,0.560235942,306.60095,326.0990167,4.48485155,933.798239,4.36207,77.2836,1.148585,176.4869354,0.0364,4.451155,79.208065,0
6/2/20 02:00,0.000924,0.560235942,298.1678167,325.1220667,4.409582245,934.0119335,4.36686,76.2664,1.16166,245.3566349,0.067605,4.522236667,78.896575,0
6/2/20 03:00,0.008906167,0.834416554,282.4868167,320.8391667,4.03823058,934.2845785,3.91714,77.29515,1.20302,249.2682264,0.119645,4.387598333,79.614325,0
6/2/20 04:00,8.025206833,1.764531237,271.2356833,313.9736167,3.01989555,934.2762035,2.986025,79.93355,1.049775,208.4229634,5.11361,3.260003333,81.80072333,0
6/2/20 05:00,99.83784,10.96120895,288.9545,318.80715,3.8041612,934.540027,3.912645,78.03395,0.9954,231.8443618,36.6098,4.389038333,80.49779833,0
6/2/20 06:00,171.023051,10.8676617,302.8561167,332.7289333,4.23724469,935.3530395,4.213005,77.1169,0.81825,170.8793997,136.42865,4.613676667,81.08298667,0
6/2/20 07:00,143.633685,12.79593931,321.4199167,344.4225833,5.527759045,935.864255,5.14963,73.25545,0.655955,222.9657124,149.59975,5.573998333,77.23479,0
6/2/20 08:00,206.15445,20.56028762,329.2323167,356.3964333,6.741289675,936.3886805,6.27048,72.16645,0.639355,225.8397297,203.90235,6.547938333,75.41608333,0
6/2/20 09:00,269.1814067,29.95316424,333.6431333,377.0726833,8.00325073,936.681975,7.82276,70.8602,1.34614,260.6763074,296.1106,8.419371667,73.77947167,0
6/2/20 10:00,529.2382667,60.80090784,332.1544,398.57045,9.1436897,937.004554,8.7147,68.4667,1.495015,259.9433971,537.4345,9.29669,71.31903667,0
6/2/20 11:00,407.2651167,46.49773561,333.159,397.5277333,9.37722339,937.4707455,9.28733,67.69725,1.48853,256.1360802,407.3685,9.475675,71.254975,0
6/2/20 12:00,482.6036933,57.85895858,338.57155,437.9663333,11.73799772,937.77797,11.4389,50.2257,1.21845,254.0125308,544.7615,11.980565,52.06036833,0
6/2/20 13:00,555.3633667,68.94300605,340.1551667,440.85125,12.95208124,937.8515495,12.34165,47.63775,1.32274,257.3770613,531.2625,13.17166167,49.80729167,0
6/2/20 14:00,570.0637333,68.98269428,344.9450333,450.3838,13.57930226,938.019565,13.0289,45.34485,1.290855,254.9570508,592.002,13.92035,48.71236833,0
6/2/20 15:00,485.9161067,59.04303795,346.2111,449.7339667,14.05340275,938.450463,13.48185,44.792,0.99886,249.6473183,497.037,14.18601,48.08223833,0
6/2/20 16:00,188.512998,20.00779929,343.1259833,402.3182115,11.74900303,938.798099,11.18877,47.7153,1.1433,256.0640581,195.68285,11.582825,51.76819333,0
6/2/20 17:00,147.7552317,16.20606284,342.1582333,388.0445833,10.43665442,938.9372015,10.343765,49.57585,0.868155,239.9281278,174.79265,10.49804333,51.16349,0
6/2/20 18:00,229.8462508,20.56681683,332.2719167,381.5484,9.58213702,939.351283,9.409705,53.03195,1.438505,248.2445927,246.53255,9.7631,56.73534,0
6/2/20 19:00,223.2404883,18.41241012,311.2335167,367.3728167,8.402297085,940.010569,8.049295,59.24575,1.38582,270.2045746,236.4684,8.283635,63.45758167,0
6/2/20 20:00,108.187735,12.04827252,308.0453667,354.6309083,7.71934415,940.576552,7.73097,58.99295,1.08971,270.0275119,107.32505,8.008428333,62.74518833,0
6/2/20 21:00,49.67563934,6.785044935,310.2612333,341.6010667,6.73097265,941.2520715,6.90267,68.2617,1.030195,235.0427931,51.12695,7.036976667,70.62695667,0
6/2/20 22:00,12.4318695,1.881821082,310.5816167,334.3706,5.442140175,941.8129915,5.782405,70.87335,0.85037,222.0794302,15.56861,5.796633333,72.93793333,0
6/2/20 23:00,0.022820167,0.548367286,311.8334,328.6406333,4.728897575,942.2259375,4.70803,74.5443,0.77313,211.8002081,0.230105,4.847155,77.62987833,0
6/3/20 00:00,0.006609,0.553543222,301.5674833,325.4013167,4.124370845,942.738496,4.23189,78.4357,1.06588,179.5492865,0.0715,4.40556,80.11041,0
6/3/20 01:00,0.008757833,0.560235942,287.2586833,316.3504,3.719090875,943.216943,3.909995,77.99375,1.017875,206.3093794,0.0468,4.068693333,80.21344333,0
6/3/20 02:00,0.008777833,0.661038229,291.4202,316.5145667,3.833882425,943.4800545,3.92352,78.483,1.104095,260.5798068,0.0442,4.099435,81.42778,0
6/3/20 03:00,0.032499833,0.560235942,292.39695,315.8767833,3.5766049,943.6613355,3.59001,77.26075,1.007135,189.595186,0.1001,3.658765,80.00697667,0
6/3/20 04:00,7.750006,1.022369017,274.0512667,313.5072167,3.114647745,943.8672845,3.125395,80.2699,1.03505,193.3793444,5.52309,3.33471,83.44615833,0
6/3/20 05:00,121.2293067,11.04793694,269.66935,312.49235,2.852258295,943.975153,2.826455,80.29235,0.939715,216.218963,41.7247,3.077888333,83.83961,0
6/3/20 06:00,220.7295517,24.5205451,271.2721667,324.9459167,3.48076632,944.1135575,3.453135,80.76025,0.96821,210.1124094,172.2901,4.016945,83.01028833,0
6/3/20 07:00,310.7331517,30.39660352,286.3957333,344.2893333,5.192910195,944.338744,4.87857,79.06095,0.804445,175.2745581,374.1472,5.407096667,82.57731,0
6/3/20 08:00,440.3573883,50.58502654,296.5964667,375.22605,7.53313813,944.5602695,6.867635,71.4596,0.764065,210.4361951,445.75,7.610155,74.45509833,0
6/3/20 09:00,462.75853,50.36603602,312.0926167,381.84835,8.75643502,944.555071,8.131565,70.87415,0.69073,219.6442021,449.457,8.678971667,73.23504167,0
6/3/20 10:00,603.3384333,63.04666867,322.2891167,412.9147,10.13822228,944.513303,9.559415,66.5414,0.95415,247.6709695,615.897,10.06802167,69.40410833,0
6/3/20 11:00,650.2597667,77.86545164,329.1266167,434.5902,11.30816438,944.3495485,10.73889,58.01145,0.97352,250.6472237,687.141,11.38651833,60.03623667,0
6/3/20 12:00,395.24492,48.27113578,340.7547333,429.0269556,11.2880019,944.4777315,10.64067,56.1927,0.868905,225.1243486,446.649,11.25993167,59.25177833,0
6/3/20 13:00,297.4279222,42.45458822,334.6877167,405.6723672,10.9195155,944.3933485,10.4751,54.113,1.26684,256.5187328,382.4825,10.962055,55.94137333,0
6/3/20 14:00,487.20061,56.51520469,331.3585,425.83905,11.68818591,944.211246,11.2809,52.9698,1.441685,250.5650839,548.136,11.936915,54.31088,0
6/3/20 15:00,311.0384589,44.8345405,332.6589667,417.9122722,12.21056612,944.324155,11.99475,44.8547,0.85119,230.5348399,344.632,12.37281167,47.74208333,0
6/3/20 16:00,434.7243233,55.67186649,340.6591833,426.6489056,13.0689544,944.412332,12.5433,42.6945,0.89706,232.7584127,493.291,13.22862667,45.97015833,0
6/3/20 17:00,274.1505767,37.08889244,334.5952,412.4899506,12.35666198,944.3214305,11.9976,45.3422,1.03676,232.1733402,319.266,12.33236,48.14877,0
6/3/20 18:00,131.132615,12.06580435,342.3022167,376.985,9.6320884,944.738204,9.860075,59.96955,1.658895,238.7433154,139.8411,10.16308833,62.48658,0
6/3/20 19:00,54.59504367,7.756428803,339.7484,359.8474167,8.53888185,944.8466275,8.38046,68.80975,1.01232,245.1508331,59.4053,8.483155,71.478255,0
6/3/20 20:00,22.677957,2.36259157,336.5895333,340.4052,5.751470945,945.2306845,5.84954,79.16265,1.027595,232.9443305,21.97191,6.06063,82.23773667,0
6/3/20 21:00,19.34526533,1.893227095,331.6497,335.3735667,4.489732235,945.636334,4.440535,87.3701,0.89645,245.4196017,16.66483,4.689576667,90.53223167,0
6/3/20 22:00,3.456127667,0.548367286,329.9222167,331.3975667,3.976025725,945.7193345,3.92395,92.5035,0.84498,225.4164909,2.92124,4.293831667,95.16168333,0
6/3/20 23:00,0.289625667,0.560235942,329.0089333,331.8182833,3.83779421,945.720152,3.823255,85.7401,0.905085,234.1032176,0.497995,4.120571667,89.32206,0
6/4/20 00:00,0.004848333,0.548367286,328.1345667,329.5933333,3.537801405,945.886774,3.57872,90.266,0.971475,222.8323411,0.16901,3.7433,94.12301667,0
6/4/20 01:00,0.034768833,0.548367286,325.7297667,329.6528167,3.51828339,945.8741995,3.47304,90.5435,0.95603,229.5627688,0.2041,3.68675,94.16624,0
6/4/20 02:00,0.049685167,0.548367286,328.6181,328.4165667,3.481841895,945.88675,3.431165,90.9165,0.94817,232.9054361,0.2366,3.618515,94.00693667,0
6/4/20 03:00,0.032652667,0.548367286,327.8356167,328.7956833,3.49961363,945.7564935,3.392625,91.3915,0.875,222.0172582,0.2184,3.589305,94.52362167,0
6/4/20 04:00,3.493888,0.553543222,328.0509,324.8468333,3.432985465,945.721444,3.35256,88.015,0.82712,213.2280152,2.821,3.692168333,92.711005,0
6/4/20 05:00,7.873198333,0.553543222,326.7309667,324.5191833,3.4349289,945.6986905,3.383475,91.7443,0.7901,205.0460162,6.71975,3.641148333,94.54451667,0
6/4/20 06:00,18.14498367,0.995643277,327.6778167,325.6487833,3.53173581,945.6715395,3.541075,92.5485,0.793765,225.2345742,16.78935,3.7911,95.39869333,0
6/4/20 07:00,165.20844,9.390625642,323.0783333,337.3852667,3.754253895,945.6894625,3.69198,90.522,0.933285,207.7435854,147.5414,4.036838333,94.18238833,0
6/4/20 08:00,216.690865,16.31531464,334.6671667,353.1045,5.23416339,945.666618,4.831905,87.26035,0.81038,207.7323547,198.61635,5.214258333,90.77491833,0
6/4/20 09:00,405.7577167,38.18994315,338.7805667,374.9798667,6.807299765,945.6441005,6.35562,86.2649,0.79413,236.5521881,449.089,6.92238,90.28258333,0
6/4/20 10:00,437.5238383,46.2996868,339.3580333,387.9730833,8.561319305,945.5846935,8.0309,80.5118,0.78581,247.8972133,479.161,8.431366667,85.18710833,0
6/4/20 11:00,652.4803667,80.92633742,341.5543333,419.1833167,10.72464189,945.1480205,9.70431,74.7364,0.692925,231.0185758,760.718,10.32320667,79.68683333,0
6/4/20 12:00,792.2590667,97.79628347,341.5285833,465.3577333,11.84180753,944.7609695,10.70105,68.11335,0.67846,228.8093475,817.6615,11.49763,70.79531,0
6/4/20 13:00,491.5552,55.07626487,345.52595,417.7821333,10.59629699,944.517998,10.10303,69.03965,1.104995,252.8797255,532.911,10.54649333,71.05179167,0
6/4/20 14:00,762.2892167,97.0787109,330.52905,465.5228333,12.76724358,944.2098135,11.873225,60.93925,0.640535,228.2658417,861.858,12.757105,64.039115,0
6/4/20 15:00,768.38835,96.73281234,327.2981333,477.3382667,13.70956994,943.8679875,13.3877,53.62385,1.140065,248.5889354,833.1885,14.040565,56.37056833,0
6/4/20 16:00,804.5137167,98.7840372,326.9336833,479.3917833,14.94258435,943.456652,14.30615,51.6024,0.773745,234.3996243,844.776,14.93162833,53.87650333,0
6/4/20 17:00,631.0520333,76.87785222,330.0888333,468.01025,14.6669549,943.229464,13.9674,49.03165,0.79065,232.1074754,649.9855,14.75208167,50.71504167,0
6/4/20 18:00,526.8415433,63.59238458,318.1556833,431.8573167,13.5871362,943.077804,12.7072,51.9221,0.75794,216.0503215,568.192,13.545795,53.76633583,0
6/4/20 19:00,179.5887914,20.60129479,324.9191667,394.2302948,10.94284106,942.9346065,10.72555,57.6061,0.9214,233.9636162,182.13385,11.077265,60.02471333,0
6/4/20 20:00,70.41410833,9.856885648,305.663,366.2108,9.595057955,943.074857,9.73205,58.2028,1.112475,244.5152613,70.5715,10.039095,62.820625,0
6/4/20 21:00,290.4706037,27.43123952,295.3113833,351.474,7.919502895,943.0857175,7.64458,67.09625,1.38632,253.4423134,205.9317,7.900963333,68.34318167,0
6/4/20 22:00,9.845307167,2.215529801,305.0989333,336.6265167,6.17813455,943.3913955,6.372395,69.9373,0.93603,218.9819217,14.14968,6.245483333,74.18991667,0
6/4/20 23:00,0.560612667,0.640918405,315.9114,335.8540333,6.10595007,943.827683,6.02279,70.76575,1.073725,226.270468,2.17049,6.0899,74.542235,0
6/5/20 00:00,0.001195333,0.560235942,297.0199,328.5135667,4.893610835,943.891829,4.852455,76.52885,1.201995,267.7631976,0.08063,5.127275,79.35139167,0
6/5/20 01:00,0,0.560235942,298.37065,325.6776167,4.45080526,944.2102185,4.38148,77.3442,1.190805,197.0302399,0.0169,4.589345,79.82759167,0
6/5/20 02:00,0.235860667,0.560235942,308.3527333,325.8024833,4.40042416,944.475406,4.61295,77.76125,1.096645,217.1013282,0.4343,4.672651667,80.90333667,0
6/5/20 03:00,1.02777125,0.560235942,315.4585167,325.2610167,4.16056769,944.7026085,4.116295,78.11825,1.029675,205.082816,1.629505,4.265708333,81.19772667,0
6/5/20 04:00,6.761868833,0.560235942,325.9395833,328.7579667,3.99676194,944.7036735,3.881805,81.1694,0.77531,230.0729334,6.58188,4.141513333,84.09925,0
6/5/20 05:00,24.36579817,1.9425111,324.9513,332.1670833,3.994622395,944.636932,3.84934,81.5002,0.78528,227.4984238,24.967595,4.138648333,85.06814667,0
6/5/20 06:00,99.42680167,7.295983159,323.2228667,335.5998833,4.151304355,944.610083,3.97817,81.3428,0.831875,217.7409111,62.85095,4.336263333,84.42136,0
6/5/20 07:00,108.28062,11.16286329,331.2207667,345.2690167,5.392672105,944.5320795,5.237,80.328,0.768225,240.8877417,130.3735,5.593001667,82.69570833,0
6/5/20 08:00,198.17901,20.74370338,338.5644667,357.2435833,6.57079429,944.5610805,6.430805,79.428,0.67087,227.9124859,201.0446,6.834363333,82.06127167,0
6/5/20 09:00,266.7630367,27.70456674,341.0954833,373.7715083,8.08594287,944.4127755,7.67945,72.4285,0.56816,225.1989333,255.476,8.116015,76.50497833,0
6/5/20 10:00,414.6418667,45.36427616,340.6121167,408.8742167,9.872880555,944.2076325,9.34613,70.4282,0.776615,241.627228,412.527,9.81576,73.13113,0
6/5/20 11:00,704.9658333,85.84701501,309.6655833,461.30345,12.70341456,943.835199,11.585525,58.6284,0.782365,249.7187385,769.6305,12.48161667,60.77911667,0
6/5/20 12:00,661.6510833,77.46270062,309.3621,445.75145,12.38875323,943.4319765,11.52295,56.76455,0.579075,234.6219679,670.8405,12.35154333,59.09345667,0
6/5/20 13:00,770.0672667,97.44023963,323.38425,473.3500167,14.38349378,942.935009,13.71165,53.81335,1.098175,257.189377,843.3755,14.57644167,55.47813667,0
6/5/20 14:00,768.2656167,97.65639773,331.1697167,495.0430833,15.89969825,942.347133,14.8385,48.76465,1.25289,253.9853302,843.502,15.750525,48.4855,0
6/5/20 15:00,776.5607167,98.09280589,335.1459333,498.0289167,16.2332636,942.0006305,15.2046,46.73335,0.92844,251.3834545,802.319,16.15019167,46.75168,0
6/5/20 16:00,621.60135,81.04684393,345.9347,476.6794167,16.22997015,941.9567013,15.74905,45.9256,1.698475,236.0873356,738.215,16.397285,46.64142333,0
6/5/20 17:00,172.7636547,22.40896315,318.9071333,395.6660948,12.49299365,941.9750793,12.16155,55.60615,1.16129,231.5067201,180.1135,12.63204,57.01735833,0
6/5/20 18:00,628.2997333,78.3181663,342.4728167,469.9222,15.788377,941.6409055,14.6843,45.69695,1.40901,230.4218122,712.582,15.42855333,46.83028333,0
6/5/20 19:00,479.54346,55.02854529,331.46065,426.14225,12.7877606,941.880249,12.4472,55.96645,1.256025,228.8855853,494.274,12.81066667,58.04298167,0
6/5/20 20:00,84.84342,11.28554962,327.5446,376.3861833,10.52257961,942.1103995,10.56998,57.04025,0.905465,221.1012267,103.5267,10.56642333,58.78554333,0
6/5/20 21:00,39.214032,6.761044773,324.4544833,359.213275,8.298264875,942.406365,8.46503,65.6836,1.14089,225.3839467,43.6964,8.617628333,68.90617333,0
6/5/20 22:00,7.261977166,1.943530185,291.2948833,336.97635,6.364325365,942.6494875,6.338485,67.60635,1.357645,230.4885078,5.973955,6.392796667,69.23359667,0
6/5/20 23:00,0.233694833,1.83022393,281.1674333,324.882,5.1346707,942.477451,5.078125,71.57165,1.222555,262.1833611,0.586515,5.245775,74.38541,0
6/6/20 00:00,0.003055333,1.833090434,282.0124333,330.2940333,5.35047214,942.320086,5.106085,72.1326,1.12207,265.8925132,0.071515,5.327553333,74.66921167,0
6/6/20 01:00,0.002635333,0.667533634,278.4503833,317.14955,4.01272406,942.2497135,3.896545,76.28795,1.025255,206.8078224,0.065,3.96752,78.54569833,0
6/6/20 02:00,0.009522333,0.682176116,273.576,313.2044333,3.25319246,942.571015,3.11365,78.0875,1.006895,203.8843184,0.0832,3.057416667,79.40921167,0
6/6/20 03:00,0.030372,1.116319748,270.3332667,312.8842167,2.68417697,942.771249,2.623965,80.0992,1.067475,261.1098938,0.094915,2.910486667,82.78731333,0
6/6/20 04:00,7.822042667,1.92958761,273.1145,317.56605,3.14511131,942.910044,3.120165,80.01515,1.067365,259.1503466,5.474965,3.415808333,82.601855,0
6/6/20 05:00,23.0470165,1.915346729,270.2235,311.5609333,2.9411169,942.813334,2.933825,79.8809,0.89085,192.1493532,27.045145,2.858448333,82.27401333,0
6/6/20 06:00,136.3821683,8.347947482,272.5391,315.5346167,3.40473636,942.490199,3.38404,79.81735,0.97132,262.5232656,36.72775,3.465433333,83.05048333,0
6/6/20 07:00,232.3126783,21.57847565,277.8607833,326.0714,3.5381012,942.2015148,3.76975,79.8948,0.93974,249.7201631,225.4233,3.789773333,82.09329667,0
6/6/20 08:00,451.42321,50.47721769,284.9949333,359.1701,7.252779855,942.039682,6.690805,70.66395,0.852435,224.9825592,432.631,7.27426,72.902645,0
6/6/20 09:00,596.4976167,65.44246801,294.3833667,404.9234167,9.99018267,941.7786385,9.12801,63.3661,0.59279,215.1263616,616.474,10.10494667,65.17479333,0
6/6/20 10:00,668.4299167,79.94862322,302.1153833,427.71865,11.55781133,941.3559785,10.778475,55.52165,0.50117,216.0708476,674.078,11.72688833,57.38537833,0
6/6/20 11:00,743.6723333,86.84534881,306.1547,461.3696333,13.3600847,940.9520415,12.7276,52.181,0.544115,216.4432835,797.0775,13.303235,54.67461,0
6/6/20 12:00,796.8506833,97.99152541,310.2829833,477.4463,15.0645706,940.432695,14.19965,46.2782,0.781365,246.1049875,846.738,15.038785,46.72769333,0
6/6/20 13:00,788.2356,98.45254395,316.7766167,484.4743833,16.5314091,939.8512165,15.8724,37.28775,0.84768,247.6531354,875.744,16.55266333,38.31558333,0
6/6/20 14:00,756.2283333,95.88206046,320.19555,482.2120833,16.6362686,939.327721,16.3398,35.3365,1.79258,264.2349966,870.246,17.06103833,36.98978333,0
6/6/20 15:00,560.69555,77.52757677,323.18935,471.5570167,15.9814539,939.247534,15.33775,35.17555,1.32248,230.1034812,595.2807,16.11365667,36.576905,0
6/6/20 16:00,712.6120166,92.76352255,328.0399167,479.6295667,17.52216465,938.8986885,17.099,30.53545,1.816675,264.5657618,812.865,17.58799167,31.93285167,0
6/6/20 17:00,423.44356,64.87286326,337.1694333,450.2833,16.48104915,938.850725,16.07385,30.26495,1.87353,273.3897733,459.845,16.30875167,31.55944167,0
6/6/20 18:00,286.9614522,42.90927966,318.7931833,433.6155333,15.1664009,938.5079845,14.7726,30.8484,1.846515,272.8900719,415.4974,14.625355,34.6109,0
6/6/20 19:00,210.771488,24.31420514,304.15615,402.7063391,14.22723305,938.477654,13.6016,31.57615,1.75827,263.8516196,211.84445,13.656885,34.55143833,0
6/6/20 20:00,313.7566822,44.66652576,305.5523333,408.21255,13.43608525,938.248929,12.9547,38.41955,1.67813,257.9365995,348.12895,13.033685,40.16901,0
6/6/20 21:00,326.6327167,29.01474072,302.1657333,371.7875417,10.78913,938.2533515,10.77109,45.9638,0.97877,230.4778545,342.52605,10.85174833,50.217445,0
6/6/20 22:00,9.517443667,2.454579617,291.2934667,340.94735,7.37773081,938.462783,7.662475,54.6474,1.31579,222.1586799,14.748745,7.693376667,55.98841,0
6/6/20 23:00,0.584516833,1.016357672,302.2156,338.4206333,8.17333639,938.5005595,8.220325,49.10805,1.28688,241.3914354,2.26543,8.101926667,52.09609,0
6/7/20 00:00,0.000405667,0.980659445,287.0683833,328.28925,6.847673185,938.473922,6.957585,55.8896,1.30939,226.1912749,0.09236,7.195565,57.496925,0
6/7/20 01:00,0.214275583,0.989025041,299.86835,327.9948167,6.99756279,938.5573175,7.07508,55.67735,1.28275,222.648304,0.14567,7.387306667,57.180945,0
6/7/20 02:00,0.005717667,0.553543222,295.09915,325.1569833,6.018319325,938.6463075,6.138775,58.4148,1.202495,228.944959,0.09496,6.575818333,60.55849667,0
6/7/20 03:00,0.19625,0.560235942,298.0517333,325.1064833,5.655307705,938.6273615,5.849815,59.29575,1.276585,210.0485743,0.42268,6.307228333,62.071045,0
6/7/20 04:00,12.24746017,2.586058161,294.0845333,325.22205,5.862043,938.852121,6.079885,59.2526,1.193065,261.1870894,8.09742,6.349128333,62.184835,0
6/7/20 05:00,93.8321525,9.199106095,291.4727333,324.5865,5.78730338,938.8946485,6.042525,60.92245,1.146855,217.4758516,35.8019,6.399315,62.33135,0
6/7/20 06:00,253.8408517,26.94107044,285.2836,336.5324833,5.625833815,938.902868,5.668575,62.875,1.15263,253.6601443,195.64845,6.191928333,64.98060333,0
6/7/20 07:00,176.26188,20.86310239,305.1752333,357.5810667,6.562645095,939.0131485,6.53092,65.45665,0.866365,226.0786084,168.1127,6.90927,68.16613833,0
6/7/20 08:00,218.154125,20.89250374,313.40045,358.2740833,7.461671055,939.1997215,7.523505,59.71915,0.800485,224.8619803,217.05245,7.80368,63.03934333,0
6/7/20 09:00,176.8600917,16.52595098,337.0165833,364.3691167,8.224669245,939.409316,7.916625,60.5963,0.878925,242.8338488,183.60405,8.279526667,64.29918,0
6/7/20 10:00,285.3501067,36.15119413,341.6420667,388.2953833,9.939678815,939.367511,9.64617,53.3514,0.84562,218.8205801,329.3495,9.674141667,56.97215,0
6/7/20 11:00,656.1367667,79.06851433,331.68945,444.7461167,12.55802255,939.109135,12.1137,46.95745,0.62067,228.9304404,668.0125,12.66775167,47.79738833,0
6/7/20 12:00,443.8782767,53.81721571,345.9767167,441.8094833,13.42358765,938.8124995,12.6708,46.8942,0.7379,235.0008026,518.7035,13.64861833,48.42991417,0
6/7/20 13:00,561.6701833,70.73194919,345.7054667,463.0988667,14.9543225,938.803981,14.13675,47.23305,0.97184,247.5387469,639.5065,14.88309333,49.38786667,0
6/7/20 14:00,634.0696833,81.93341931,345.8433167,466.5472667,16.09157985,938.480947,15.3357,43.99655,0.9809,234.0414659,703.6317,16.09475167,44.60160667,0
6/7/20 15:00,644.1222667,81.97410511,346.6638,476.2652833,16.91343325,938.3948345,15.8783,40.32065,1.049395,236.0854194,737.2026,16.60944167,41.42036167,0
6/7/20 16:00,539.7396667,69.68149581,355.6607333,464.5641667,16.3436204,938.167625,15.3933,43.82595,1.15395,233.9846677,557.9612,16.23782667,43.198985,0
6/7/20 17:00,351.4863278,44.84568771,358.6752667,449.53005,15.7774085,938.2002105,15.514,43.1139,1.481565,227.3750391,379.0705,16.02006,45.07316667,0
6/7/20 18:00,132.6627731,19.57022914,348.4744,411.2841391,13.8533627,938.212494,13.6702,43.585,1.71921,226.7455077,163.9733,13.90697833,46.13282,0
6/7/20 19:00,66.00755067,8.137614218,359.0468925,387.0245891,12.5828517,938.5242695,12.424175,57.79395,1.6558,232.7173633,67.98685,12.47267333,61.05764667,0
6/7/20 20:00,36.18624783,3.892430386,351.03955,361.381275,8.915236355,939.2288745,8.893355,68.99405,1.141495,237.1500817,31.4682,9.158215,72.88502667,0
6/7/20 21:00,11.53736967,2.36259157,345.6735667,352.9084667,7.3419576,939.410395,7.37392,77.96305,1.109705,242.3400654,14.57199,7.801491667,80.70195667,0
