Date,T_RTD,Orig_Data
1/22/21 18:00,-4.746277861,0
1/22/21 19:00,-4.379627987,0
1/22/21 20:00,-2.546378613,0
1/22/21 21:00,-2.913028488,0
1/22/21 22:00,-1.813078864,0
1/22/21 23:00,-2.913028488,0
1/23/21 00:00,-2.913028488,0
1/23/21 01:00,-3.279678363,0
1/23/21 02:00,-3.279678363,0
1/23/21 03:00,-2.913028488,0
1/23/21 04:00,-2.913028488,0
1/23/21 05:00,-2.913028488,0
1/23/21 06:00,-3.646328237,0
1/23/21 07:00,-4.746277861,0
1/23/21 08:00,-4.379627987,0
1/23/21 09:00,-4.746277861,0
1/23/21 10:00,-5.112927736,0
1/23/21 11:00,-5.479577611,0
1/23/21 12:00,-6.21287736,0
1/23/21 13:00,-6.579527235,0
1/23/21 14:00,-6.94617711,0
1/23/21 15:00,-6.94617711,0
1/23/21 16:00,-6.94617711,0
1/23/21 17:00,-6.21287736,0
1/23/21 18:00,-5.479577611,0
1/23/21 19:00,-4.379627987,0
1/23/21 20:00,-3.646328237,0
1/23/21 21:00,-2.913028488,0
1/23/21 22:00,-2.546378613,0
1/23/21 23:00,-2.546378613,0
1/24/21 00:00,-2.179728738,0
1/24/21 01:00,-2.546378613,0
1/24/21 02:00,-2.546378613,0
1/24/21 03:00,-2.179728738,0
1/24/21 04:00,-2.179728738,0
1/24/21 05:00,-2.546378613,0
1/24/21 06:00,-2.546378613,0
1/24/21 07:00,-2.546378613,0
1/24/21 08:00,-2.546378613,0
1/24/21 09:00,-2.913028488,0
1/24/21 10:00,-3.279678363,0
1/24/21 11:00,-2.913028488,0
1/24/21 12:00,-2.913028488,0
1/24/21 13:00,-2.913028488,0
1/24/21 14:00,-2.913028488,0
1/24/21 15:00,-2.913028488,0
1/24/21 16:00,-2.913028488,0
1/24/21 17:00,-2.546378613,0
1/24/21 18:00,-2.179728738,0
1/24/21 19:00,-1.813078864,0
1/24/21 20:00,-1.446428989,0
1/24/21 21:00,-0.71312924,0
1/24/21 22:00,-0.71312924,0
1/24/21 23:00,-1.079779114,0
1/25/21 00:00,-1.079779114,0
1/25/21 01:00,-1.446428989,0
1/25/21 02:00,-1.813078864,0
1/25/21 03:00,-2.179728738,0
1/25/21 04:00,-2.913028488,0
1/25/21 05:00,-4.379627987,0
1/25/21 06:00,-4.746277861,0
1/25/21 07:00,-5.846227486,0
1/25/21 08:00,-6.94617711,0
1/25/21 09:00,-7.679476859,0
1/25/21 10:00,-7.679476859,0
1/25/21 11:00,-6.21287736,0
1/25/21 12:00,-5.846227486,0
1/25/21 13:00,-6.21287736,0
1/25/21 14:00,-6.21287736,0
1/25/21 15:00,-6.579527235,0
1/25/21 16:00,-7.679476859,0
1/25/21 17:00,-9.146076358,0
1/25/21 18:00,-9.879376107,0
1/25/21 19:00,-9.879376107,0
1/25/21 20:00,-8.779426483,0
1/25/21 21:00,-6.579527235,0
1/25/21 22:00,-5.479577611,0
1/25/21 23:00,-6.94617711,0
1/26/21 00:00,-8.779426483,0
1/26/21 01:00,-10.24602598,0
1/26/21 02:00,-11.34597561,0
1/26/21 03:00,-10.97932573,0
1/26/21 04:00,-10.24602598,0
1/26/21 05:00,-9.879376107,0
1/26/21 06:00,-9.512726233,0
1/26/21 07:00,-9.146076358,0
1/26/21 08:00,-8.779426483,0
1/26/21 09:00,-8.779426483,0
1/26/21 10:00,-9.146076358,0
1/26/21 11:00,-9.146076358,0
1/26/21 12:00,-9.512726233,0
1/26/21 13:00,-10.24602598,0
1/26/21 14:00,-10.97932573,0
1/26/21 15:00,-10.97932573,0
1/26/21 16:00,-11.34597561,0
1/26/21 17:00,-11.71262548,0
1/26/21 18:00,-11.34597561,0
1/26/21 19:00,-12.07927536,0
1/26/21 20:00,-10.61267586,0
1/26/21 21:00,-8.412776609,0
1/26/21 22:00,-6.94617711,0
1/26/21 23:00,-7.312826984,0
1/27/21 00:00,-9.146076358,0
1/27/21 01:00,-10.97932573,0
1/27/21 02:00,-12.81257511,0
1/27/21 03:00,-13.91252473,0
1/27/21 04:00,-14.64582448,0
1/27/21 05:00,-15.37912423,0
1/27/21 06:00,-16.11242398,0
1/27/21 07:00,-16.47907385,0
1/27/21 08:00,-16.84572373,0
1/27/21 09:00,-17.57902348,0
1/27/21 10:00,-17.94567335,0
1/27/21 11:00,-18.31232323,0
1/27/21 12:00,-18.6789731,0
1/27/21 13:00,-19.04562298,0
1/27/21 14:00,-19.41227285,0
1/27/21 15:00,-19.41227285,0
1/27/21 16:00,-19.77892272,0
1/27/21 17:00,-19.77892272,0
1/27/21 18:00,-19.41227285,0
1/27/21 19:00,-18.6789731,0
1/27/21 20:00,-16.47907385,0
1/27/21 21:00,-13.17922498,0
1/27/21 22:00,-11.71262548,0
1/27/21 23:00,-10.61267586,0
1/28/21 00:00,-12.07927536,0
1/28/21 01:00,-13.91252473,0
1/28/21 02:00,-14.64582448,0
1/28/21 03:00,-14.2791746,0
1/28/21 04:00,-15.01247435,0
1/28/21 05:00,-14.2791746,0
1/28/21 06:00,-13.54587485,0
1/28/21 07:00,-13.17922498,0
1/28/21 08:00,-13.91252473,0
1/28/21 09:00,-13.54587485,0
1/28/21 10:00,-12.81257511,0
1/28/21 11:00,-12.81257511,0
1/28/21 12:00,-12.44592523,0
1/28/21 13:00,-11.71262548,0
1/28/21 14:00,-10.97932573,0
1/28/21 15:00,-10.24602598,0
1/28/21 16:00,-10.61267586,0
1/28/21 17:00,-10.24602598,0
1/28/21 18:00,-10.24602598,0
1/28/21 19:00,-8.779426483,0
1/28/21 20:00,-6.94617711,0
1/28/21 21:00,-6.94617711,0
1/28/21 22:00,-6.21287736,0
1/28/21 23:00,-6.21287736,0
1/29/21 00:00,-6.579527235,0
1/29/21 01:00,-7.679476859,0
1/29/21 02:00,-8.046126734,0
1/29/21 03:00,-8.779426483,0
1/29/21 04:00,-9.512726233,0
1/29/21 05:00,-9.512726233,0
1/29/21 06:00,-9.512726233,0
1/29/21 07:00,-8.779426483,0
1/29/21 08:00,-8.046126734,0
1/29/21 09:00,-8.046126734,0
1/29/21 10:00,-8.779426483,0
1/29/21 11:00,-8.412776609,0
1/29/21 12:00,-8.046126734,0
1/29/21 13:00,-8.412776609,0
1/29/21 14:00,-8.779426483,0
1/29/21 15:00,-9.146076358,0
1/29/21 16:00,-9.879376107,0
1/29/21 17:00,-10.61267586,0
1/29/21 18:00,-10.61267586,0
1/29/21 19:00,-9.146076358,0
1/29/21 20:00,-8.046126734,0
1/29/21 21:00,-7.312826984,0
1/29/21 22:00,-5.846227486,0
1/29/21 23:00,-6.21287736,0
1/30/21 00:00,-6.94617711,0
1/30/21 01:00,-8.779426483,0
1/30/21 02:00,-9.879376107,0
1/30/21 03:00,-10.61267586,0
1/30/21 04:00,-11.34597561,0
1/30/21 05:00,-12.07927536,0
1/30/21 06:00,-12.44592523,0
1/30/21 07:00,-13.17922498,0
1/30/21 08:00,-13.17922498,0
1/30/21 09:00,-14.2791746,0
1/30/21 10:00,-14.64582448,0
1/30/21 11:00,-15.01247435,0
1/30/21 12:00,-15.7457741,0
1/30/21 13:00,-16.11242398,0
1/30/21 14:00,-16.47907385,0
1/30/21 15:00,-16.84572373,0
1/30/21 16:00,-17.2123736,0
1/30/21 17:00,-17.2123736,0
1/30/21 18:00,-17.2123736,0
1/30/21 19:00,-16.11242398,0
1/30/21 20:00,-13.91252473,0
1/30/21 21:00,-10.97932573,0
1/30/21 22:00,-8.779426483,0
1/30/21 23:00,-9.512726233,0
1/31/21 00:00,-11.34597561,0
1/31/21 01:00,-13.17922498,0
1/31/21 02:00,-14.2791746,0
1/31/21 03:00,-15.01247435,0
1/31/21 04:00,-15.7457741,0
1/31/21 05:00,-16.11242398,0
1/31/21 06:00,-16.84572373,0
1/31/21 07:00,-17.2123736,0
1/31/21 08:00,-15.01247435,0
1/31/21 09:00,-13.91252473,0
1/31/21 10:00,-13.17922498,0
1/31/21 11:00,-12.44592523,0
1/31/21 12:00,-12.07927536,0
1/31/21 13:00,-11.71262548,0
1/31/21 14:00,-11.34597561,0
1/31/21 15:00,-11.34597561,0
1/31/21 16:00,-10.97932573,0
1/31/21 17:00,-10.97932573,0
1/31/21 18:00,-10.24602598,0
1/31/21 19:00,-9.146076358,0
1/31/21 20:00,-8.412776609,0
1/31/21 21:00,-8.046126734,0
