Latitude(N),Longitude(W),Elevation(m),Date,Length Exposed (cm),Length in Ice (cm),Melt,Stake Length (cm),Status,Surface Type,Debris Depth (cm),Debris Property,Snow Depth (cm),Snow,Source,Ice/Firn,Source,Mass Balance (g/cm^2)
61.46699896,142.914012,477.402496,9/2/20,30,1159,0,1200,New Installation,Debris,11,Rocks over sandy gravel,0,,,,,0
