Latitude(N),Longitude(W),Elevation(m),Date,Length Exposed (cm),Length in Ice (cm),Melt,Stake Length (cm),Status,Surface Type,Debris Depth (cm),Debris Property,Snow Depth (cm),Snow,Source,Ice/Firn,Source,Mass Balance (g/cm^2)
61.480295,142.90569,540.1,6/2/21,28,554,0,600,New Installation,Debris,18,"Well-sorted, silty/sandy clasts under larger gravel clasts",0,,,,,0
