Latitude(N),Longitude(W),Elevation(m),Date,Length Exposed (cm),Length in Ice (cm),Melt,Stake Length (cm),Status,Surface Type,Debris Depth (cm),Debris Property,Snow Depth (cm),Snow,Source,Ice/Firn,Source,Mass Balance (g/cm^2)
61.48026,142.90558,537.2,6/2/21,36,551,0,600,New Installation,Debris,13,"Well-sorted, silty/sandy clasts under larger gravel clasts",0,,,,,0
