Latitude(N),Longitude(W),Elevation(m),Date,Length Exposed (cm),Length in Ice (cm),Melt,Stake Length (cm),Status,Surface Type,Debris Depth (cm),Debris Property,Snow Depth (cm),Snow,Source,Ice/Firn,Source,Mass Balance (g/cm^2)
61.50731198,142.981855,740.894653,7/29/20,12.5,1167.5,0,1200,New Installation,Debris,20,Cobbles over sandy gravel,0,,,,,0
61.50728297,142.9818,736.484497,9/1/20,56,1124,43.5,1200,Active,Debris,20,,0,,,,,39.15
