# The provisional data available here are intended for diverse user applications.
# For data required for a court of law or regulatory purposes, review the information 
# available from the NCEI (https://www.ncdc.noaa.gov/customer-support/certification-data)
# or consult a CCM (http://www.nicm.org).
# STATION: GGLA2
# STATION NAME: GATES GLACIER
# LATITUDE: 61.602889
# LONGITUDE: -143.013211
# ELEVATION [ft]: 4060
# STATE: AK
Station_ID,Date_Time,air_temp_set_1,snow_depth_set_1,precip_accum_set_1
,,Fahrenheit,Inches,Inches
GGLA2,2019-06-27T12:33:00Z,54.81,0.0,11.34
GGLA2,2019-06-27T13:33:00Z,54.3,6.4,11.34
GGLA2,2019-06-27T14:33:00Z,54.61,6.4,11.34
GGLA2,2019-06-27T15:33:00Z,55.51,6.9,11.34
GGLA2,2019-06-27T16:33:00Z,57.7,4.4,11.34
GGLA2,2019-06-27T17:33:00Z,59.59,4.4,11.34
GGLA2,2019-06-27T18:33:00Z,61.0,6.6,11.34
GGLA2,2019-06-27T19:33:00Z,62.1,0.0,11.34
GGLA2,2019-06-27T20:33:00Z,62.1,0.0,11.34
GGLA2,2019-06-27T21:33:00Z,63.39,6.5,11.34
GGLA2,2019-06-27T22:33:00Z,64.2,103.0,11.34
GGLA2,2019-06-27T23:33:00Z,64.51,0.0,11.34
GGLA2,2019-06-28T00:33:00Z,65.41,6.7,11.34
GGLA2,2019-06-28T01:33:00Z,66.0,6.0,11.34
GGLA2,2019-06-28T02:33:00Z,,2.9,11.34
GGLA2,2019-06-28T03:33:00Z,65.5,3.1,11.34
GGLA2,2019-06-28T04:33:00Z,63.1,0.3,11.34
GGLA2,2019-06-28T05:33:00Z,64.09,1.0,11.34
GGLA2,2019-06-28T06:33:00Z,62.6,1.1,11.34
GGLA2,2019-06-28T07:33:00Z,62.4,1.2,11.34
GGLA2,2019-06-28T08:33:00Z,62.4,0.6,11.34
GGLA2,2019-06-28T09:33:00Z,60.6,1.4,11.34
GGLA2,2019-06-28T10:33:00Z,60.6,1.3,11.34
GGLA2,2019-06-28T11:33:00Z,59.4,2.5,11.34
GGLA2,2019-06-28T12:33:00Z,57.51,0.9,11.34
GGLA2,2019-06-28T13:33:00Z,57.2,1.0,11.34
GGLA2,2019-06-28T14:33:00Z,56.89,0.9,11.34
GGLA2,2019-06-28T15:33:00Z,57.31,0.6,11.34
GGLA2,2019-06-28T16:33:00Z,57.31,0.6,11.34
GGLA2,2019-06-28T17:33:00Z,57.6,0.7,11.34
GGLA2,2019-06-28T18:33:00Z,58.6,0.9,11.34
GGLA2,2019-06-28T19:33:00Z,60.3,0.9,11.34
GGLA2,2019-06-28T20:33:00Z,61.3,1.0,11.34
GGLA2,2019-06-28T21:33:00Z,62.29,1.3,11.34
GGLA2,2019-06-28T22:33:00Z,64.0,0.7,11.34
GGLA2,2019-06-28T23:33:00Z,65.5,1.5,11.34
GGLA2,2019-06-29T00:33:00Z,68.0,1.6,11.34
GGLA2,2019-06-29T01:33:00Z,68.5,1.1,11.34
GGLA2,2019-06-29T02:33:00Z,68.5,0.8,11.34
GGLA2,2019-06-29T03:33:00Z,68.2,0.4,11.34
GGLA2,2019-06-29T04:33:00Z,68.11,1.1,11.34
GGLA2,2019-06-29T05:33:00Z,66.51,1.2,11.34
GGLA2,2019-06-29T06:33:00Z,64.4,1.4,11.34
GGLA2,2019-06-29T07:33:00Z,64.51,0.9,11.34
GGLA2,2019-06-29T08:33:00Z,64.29,1.7,11.34
GGLA2,2019-06-29T09:33:00Z,63.9,0.9,11.34
GGLA2,2019-06-29T10:33:00Z,63.7,1.8,11.34
GGLA2,2019-06-29T11:33:00Z,62.91,1.9,11.34
GGLA2,2019-06-29T12:33:00Z,61.9,1.8,11.34
GGLA2,2019-06-29T13:33:00Z,60.1,1.4,11.34
GGLA2,2019-06-29T14:33:00Z,59.4,1.8,11.34
GGLA2,2019-06-29T15:33:00Z,61.3,2.2,11.34
GGLA2,2019-06-29T16:33:00Z,63.1,1.1,11.34
GGLA2,2019-06-29T17:33:00Z,62.29,0.7,11.34
GGLA2,2019-06-29T18:33:00Z,63.61,1.1,11.34
GGLA2,2019-06-29T19:33:00Z,64.71,1.3,11.34
GGLA2,2019-06-29T20:33:00Z,67.1,1.7,11.34
GGLA2,2019-06-29T21:33:00Z,68.7,1.4,11.34
GGLA2,2019-06-29T22:33:00Z,71.2,2.0,11.34
GGLA2,2019-06-29T23:33:00Z,72.0,1.6,11.34
GGLA2,2019-06-30T00:33:00Z,72.3,0.5,11.34
GGLA2,2019-06-30T01:33:00Z,72.61,0.5,11.34
GGLA2,2019-06-30T02:33:00Z,71.6,1.4,11.34
GGLA2,2019-06-30T03:33:00Z,70.81,0.9,11.34
GGLA2,2019-06-30T04:33:00Z,70.39,1.5,11.34
GGLA2,2019-06-30T05:33:00Z,70.0,1.2,11.34
GGLA2,2019-06-30T06:33:00Z,67.6,1.0,11.34
GGLA2,2019-06-30T07:33:00Z,66.31,1.0,11.34
GGLA2,2019-06-30T08:33:00Z,66.0,0.7,11.34
GGLA2,2019-06-30T09:33:00Z,65.61,1.1,11.34
GGLA2,2019-06-30T10:33:00Z,64.6,0.9,11.34
GGLA2,2019-06-30T11:33:00Z,63.0,0.8,11.34
GGLA2,2019-06-30T12:33:00Z,61.81,0.8,11.34
GGLA2,2019-06-30T13:33:00Z,61.39,0.7,11.34
GGLA2,2019-06-30T14:33:00Z,61.5,1.0,11.34
GGLA2,2019-06-30T15:33:00Z,62.91,0.5,11.34
GGLA2,2019-06-30T16:33:00Z,64.6,1.0,11.34
GGLA2,2019-06-30T17:33:00Z,65.1,0.9,11.34
GGLA2,2019-06-30T18:33:00Z,66.99,1.1,11.34
GGLA2,2019-06-30T19:33:00Z,68.5,1.5,11.34
GGLA2,2019-06-30T20:33:00Z,69.49,1.0,11.34
GGLA2,2019-06-30T21:33:00Z,70.39,1.5,11.34
GGLA2,2019-06-30T22:33:00Z,71.49,1.1,11.34
GGLA2,2019-06-30T23:33:00Z,72.19,1.1,11.34
GGLA2,2019-07-01T00:33:00Z,72.9,1.1,11.34
GGLA2,2019-07-01T01:33:00Z,71.91,0.6,11.34
GGLA2,2019-07-01T02:33:00Z,70.9,1.4,11.34
GGLA2,2019-07-01T03:33:00Z,70.7,1.1,11.34
GGLA2,2019-07-01T04:33:00Z,70.59,1.1,11.34
GGLA2,2019-07-01T05:33:00Z,69.4,1.3,11.34
GGLA2,2019-07-01T06:33:00Z,66.9,0.9,11.34
GGLA2,2019-07-01T07:33:00Z,66.2,1.6,11.34
GGLA2,2019-07-01T08:33:00Z,64.8,1.0,11.34
GGLA2,2019-07-01T09:33:00Z,64.71,0.0,11.34
GGLA2,2019-07-01T10:33:00Z,63.0,1.0,11.34
GGLA2,2019-07-01T11:33:00Z,61.39,1.1,11.34
GGLA2,2019-07-01T12:33:00Z,59.7,1.1,11.34
GGLA2,2019-07-01T13:33:00Z,58.89,1.0,11.34
GGLA2,2019-07-01T14:33:00Z,57.99,1.1,11.34
GGLA2,2019-07-01T15:33:00Z,58.5,1.5,11.34
GGLA2,2019-07-01T16:33:00Z,60.01,1.3,11.34
GGLA2,2019-07-01T17:33:00Z,59.59,1.2,11.34
GGLA2,2019-07-01T18:33:00Z,60.91,1.0,11.34
GGLA2,2019-07-01T19:33:00Z,61.59,2.1,11.34
GGLA2,2019-07-01T20:33:00Z,64.09,1.3,11.34
GGLA2,2019-07-01T21:33:00Z,65.89,0.9,11.34
GGLA2,2019-07-01T22:33:00Z,68.5,3.1,11.34
GGLA2,2019-07-01T23:33:00Z,69.01,1.2,11.34
GGLA2,2019-07-02T00:33:00Z,70.0,2.5,11.34
GGLA2,2019-07-02T01:33:00Z,69.91,2.0,11.34
GGLA2,2019-07-02T02:33:00Z,69.1,1.3,11.34
GGLA2,2019-07-02T03:33:00Z,67.1,0.9,11.34
GGLA2,2019-07-02T04:33:00Z,66.7,1.4,11.34
GGLA2,2019-07-02T05:33:00Z,65.61,1.0,11.34
GGLA2,2019-07-02T06:33:00Z,64.99,1.1,11.34
GGLA2,2019-07-02T07:33:00Z,63.7,0.9,11.34
GGLA2,2019-07-02T08:33:00Z,63.61,1.3,11.34
GGLA2,2019-07-02T09:33:00Z,62.6,0.7,11.34
GGLA2,2019-07-02T10:33:00Z,61.0,1.3,11.34
GGLA2,2019-07-02T11:33:00Z,59.31,1.5,11.34
GGLA2,2019-07-02T12:33:00Z,59.0,1.5,11.34
GGLA2,2019-07-02T13:33:00Z,57.51,1.4,11.34
GGLA2,2019-07-02T14:33:00Z,56.5,1.1,11.34
GGLA2,2019-07-02T15:33:00Z,56.1,1.3,11.34
GGLA2,2019-07-02T16:33:00Z,55.99,1.2,11.34
GGLA2,2019-07-02T17:33:00Z,56.61,1.5,11.34
GGLA2,2019-07-02T18:33:00Z,56.19,1.1,11.34
GGLA2,2019-07-02T19:33:00Z,57.7,1.8,11.34
GGLA2,2019-07-02T20:33:00Z,58.41,1.3,11.34
GGLA2,2019-07-02T21:33:00Z,57.7,1.5,11.34
GGLA2,2019-07-02T22:33:00Z,59.4,1.1,11.34
GGLA2,2019-07-02T23:33:00Z,61.3,2.3,11.34
GGLA2,2019-07-03T00:33:00Z,62.71,2.0,11.34
GGLA2,2019-07-03T01:33:00Z,60.8,1.7,11.34
GGLA2,2019-07-03T02:33:00Z,60.4,2.0,11.34
GGLA2,2019-07-03T03:33:00Z,60.49,2.0,11.34
GGLA2,2019-07-03T04:33:00Z,60.49,2.0,11.34
GGLA2,2019-07-03T05:33:00Z,59.79,1.6,11.34
GGLA2,2019-07-03T06:33:00Z,59.2,1.4,11.34
GGLA2,2019-07-03T07:33:00Z,58.41,1.2,11.34
GGLA2,2019-07-03T08:33:00Z,58.89,1.3,11.34
GGLA2,2019-07-03T09:33:00Z,57.99,1.6,11.34
GGLA2,2019-07-03T10:33:00Z,57.0,2.1,11.34
GGLA2,2019-07-03T11:33:00Z,57.2,0.0,11.34
GGLA2,2019-07-03T12:33:00Z,56.89,3.5,11.34
GGLA2,2019-07-03T13:33:00Z,55.71,0.0,11.34
GGLA2,2019-07-03T14:33:00Z,55.0,1.4,11.34
GGLA2,2019-07-03T15:33:00Z,55.09,0.2,11.34
GGLA2,2019-07-03T16:33:00Z,56.7,1.2,11.34
GGLA2,2019-07-03T17:33:00Z,56.3,1.1,11.34
GGLA2,2019-07-03T18:33:00Z,58.21,0.0,11.34
GGLA2,2019-07-03T19:33:00Z,61.59,2.3,11.34
GGLA2,2019-07-03T20:33:00Z,63.0,1.7,11.34
GGLA2,2019-07-03T21:33:00Z,64.99,3.2,11.34
GGLA2,2019-07-03T22:33:00Z,67.1,3.4,11.34
GGLA2,2019-07-03T23:33:00Z,67.21,1.3,11.34
GGLA2,2019-07-04T00:33:00Z,69.4,3.2,11.34
GGLA2,2019-07-04T01:33:00Z,68.79,2.6,11.34
GGLA2,2019-07-04T02:33:00Z,67.1,2.7,11.34
GGLA2,2019-07-04T03:33:00Z,65.8,3.2,11.34
GGLA2,2019-07-04T04:33:00Z,66.0,2.6,11.34
GGLA2,2019-07-04T05:33:00Z,65.1,1.1,11.34
GGLA2,2019-07-04T06:33:00Z,63.81,2.3,11.34
GGLA2,2019-07-04T07:33:00Z,63.19,1.7,11.34
GGLA2,2019-07-04T08:33:00Z,62.8,3.0,11.34
GGLA2,2019-07-04T09:33:00Z,61.81,2.5,11.34
GGLA2,2019-07-04T10:33:00Z,61.5,1.0,11.34
GGLA2,2019-07-04T11:33:00Z,61.0,2.9,11.34
GGLA2,2019-07-04T12:33:00Z,60.8,3.3,11.34
GGLA2,2019-07-04T13:33:00Z,60.4,2.6,11.34
GGLA2,2019-07-04T14:33:00Z,60.69,3.2,11.34
GGLA2,2019-07-04T15:33:00Z,62.29,3.3,11.34
GGLA2,2019-07-04T16:33:00Z,64.8,2.4,11.34
GGLA2,2019-07-04T17:33:00Z,66.9,1.6,11.34
GGLA2,2019-07-04T18:33:00Z,66.51,1.3,11.34
GGLA2,2019-07-04T19:33:00Z,67.1,2.7,11.34
GGLA2,2019-07-04T20:33:00Z,68.0,2.2,11.34
GGLA2,2019-07-04T21:33:00Z,69.21,1.9,11.34
GGLA2,2019-07-04T22:33:00Z,70.59,3.1,11.34
GGLA2,2019-07-04T23:33:00Z,71.2,103.0,11.34
GGLA2,2019-07-05T00:33:00Z,71.49,2.5,11.34
GGLA2,2019-07-05T01:33:00Z,71.29,2.1,11.34
GGLA2,2019-07-05T02:33:00Z,71.71,2.1,11.34
GGLA2,2019-07-05T03:33:00Z,70.5,2.2,11.34
GGLA2,2019-07-05T04:33:00Z,69.4,0.8,11.34
GGLA2,2019-07-05T05:33:00Z,69.91,1.4,11.34
GGLA2,2019-07-05T06:33:00Z,67.21,3.5,11.34
GGLA2,2019-07-05T07:33:00Z,66.51,2.4,11.34
GGLA2,2019-07-05T08:33:00Z,65.8,1.7,11.34
GGLA2,2019-07-05T09:33:00Z,65.8,2.2,11.34
GGLA2,2019-07-05T10:33:00Z,64.4,1.9,11.34
GGLA2,2019-07-05T11:33:00Z,63.3,2.8,11.34
GGLA2,2019-07-05T12:33:00Z,61.59,3.4,11.34
GGLA2,2019-07-05T13:33:00Z,61.2,3.7,11.34
GGLA2,2019-07-05T14:33:00Z,60.91,0.0,11.34
GGLA2,2019-07-05T15:33:00Z,62.49,3.0,11.34
GGLA2,2019-07-05T16:33:00Z,64.29,2.6,11.34
GGLA2,2019-07-05T17:33:00Z,64.99,2.3,11.34
GGLA2,2019-07-05T18:33:00Z,66.4,1.7,11.34
GGLA2,2019-07-05T19:33:00Z,66.9,1.7,11.34
GGLA2,2019-07-05T20:33:00Z,67.69,1.7,11.34
GGLA2,2019-07-05T21:33:00Z,69.4,1.4,11.34
GGLA2,2019-07-05T22:33:00Z,71.8,1.5,11.34
GGLA2,2019-07-05T23:33:00Z,73.51,1.7,11.34
GGLA2,2019-07-06T00:33:00Z,73.99,1.3,11.34
GGLA2,2019-07-06T01:33:00Z,73.51,1.2,11.34
GGLA2,2019-07-06T02:33:00Z,72.7,0.9,11.34
GGLA2,2019-07-06T03:33:00Z,72.39,0.5,11.34
GGLA2,2019-07-06T04:33:00Z,71.29,0.4,11.34
GGLA2,2019-07-06T05:33:00Z,69.49,1.7,11.34
GGLA2,2019-07-06T06:33:00Z,68.0,2.2,11.34
GGLA2,2019-07-06T07:33:00Z,66.9,1.2,11.34
GGLA2,2019-07-06T08:33:00Z,66.6,2.1,11.34
GGLA2,2019-07-06T09:33:00Z,66.2,1.5,11.34
GGLA2,2019-07-06T10:33:00Z,66.7,1.8,11.34
GGLA2,2019-07-06T11:33:00Z,65.19,1.9,11.34
GGLA2,2019-07-06T12:33:00Z,64.9,2.5,11.34
GGLA2,2019-07-06T13:33:00Z,63.19,2.1,11.34
GGLA2,2019-07-06T14:33:00Z,62.71,2.4,11.34
GGLA2,2019-07-06T15:33:00Z,63.0,2.1,11.34
GGLA2,2019-07-06T16:33:00Z,65.3,0.0,11.34
GGLA2,2019-07-06T17:33:00Z,65.8,1.9,11.34
GGLA2,2019-07-06T18:33:00Z,66.2,1.4,11.34
GGLA2,2019-07-06T19:33:00Z,66.9,2.4,11.34
GGLA2,2019-07-06T20:33:00Z,68.59,1.7,11.34
GGLA2,2019-07-06T21:33:00Z,71.01,1.6,11.34
GGLA2,2019-07-06T22:33:00Z,72.61,1.2,11.34
GGLA2,2019-07-06T23:33:00Z,74.41,2.4,11.34
GGLA2,2019-07-07T00:33:00Z,73.8,1.2,11.34
GGLA2,2019-07-07T01:33:00Z,73.8,3.9,11.34
GGLA2,2019-07-07T02:33:00Z,72.5,3.7,11.34
GGLA2,2019-07-07T03:33:00Z,72.19,1.0,11.34
GGLA2,2019-07-07T04:33:00Z,71.91,1.7,11.34
GGLA2,2019-07-07T05:33:00Z,70.9,2.8,11.34
GGLA2,2019-07-07T06:33:00Z,68.5,5.1,11.34
GGLA2,2019-07-07T07:33:00Z,68.0,0.0,11.34
GGLA2,2019-07-07T08:33:00Z,67.6,2.5,11.34
GGLA2,2019-07-07T09:33:00Z,66.7,2.0,11.34
GGLA2,2019-07-07T10:33:00Z,65.3,1.7,11.34
GGLA2,2019-07-07T11:33:00Z,64.71,0.7,11.34
GGLA2,2019-07-07T12:33:00Z,63.7,2.5,11.34
GGLA2,2019-07-07T13:33:00Z,63.0,0.0,11.34
GGLA2,2019-07-07T14:33:00Z,63.1,0.8,11.34
GGLA2,2019-07-07T15:33:00Z,64.29,0.4,11.34
GGLA2,2019-07-07T16:33:00Z,64.6,2.8,11.34
GGLA2,2019-07-07T17:33:00Z,65.8,1.8,11.34
GGLA2,2019-07-07T18:33:00Z,66.31,2.3,11.34
GGLA2,2019-07-07T19:33:00Z,67.21,1.5,11.34
GGLA2,2019-07-07T20:33:00Z,67.69,1.7,11.34
GGLA2,2019-07-07T21:33:00Z,68.79,1.4,11.34
GGLA2,2019-07-07T22:33:00Z,71.4,1.8,11.34
GGLA2,2019-07-07T23:33:00Z,72.7,3.1,11.34
GGLA2,2019-07-08T00:33:00Z,72.9,1.5,11.34
GGLA2,2019-07-08T01:33:00Z,72.5,1.1,11.34
GGLA2,2019-07-08T02:33:00Z,71.49,1.9,11.34
GGLA2,2019-07-08T03:33:00Z,68.79,3.0,11.34
GGLA2,2019-07-08T04:33:00Z,67.3,1.5,11.34
GGLA2,2019-07-08T05:33:00Z,67.21,4.1,11.34
GGLA2,2019-07-08T06:33:00Z,65.8,1.5,11.34
GGLA2,2019-07-08T07:33:00Z,63.81,1.4,11.34
GGLA2,2019-07-08T08:33:00Z,62.4,0.0,11.34
GGLA2,2019-07-08T09:33:00Z,62.6,0.7,11.34
GGLA2,2019-07-08T10:33:00Z,61.7,1.2,11.34
GGLA2,2019-07-08T11:33:00Z,61.39,0.1,11.34
GGLA2,2019-07-08T12:33:00Z,60.1,0.5,11.34
GGLA2,2019-07-08T13:33:00Z,60.3,1.5,11.34
GGLA2,2019-07-08T14:33:00Z,60.01,0.7,11.34
GGLA2,2019-07-08T15:33:00Z,60.21,1.4,11.34
GGLA2,2019-07-08T16:33:00Z,61.0,0.0,11.34
GGLA2,2019-07-08T17:33:00Z,62.91,1.3,11.34
GGLA2,2019-07-08T18:33:00Z,63.3,0.5,11.34
GGLA2,2019-07-08T19:33:00Z,64.4,0.8,11.34
GGLA2,2019-07-08T20:33:00Z,65.8,1.8,11.34
GGLA2,2019-07-08T21:33:00Z,66.79,1.4,11.34
GGLA2,2019-07-08T22:33:00Z,67.5,0.3,11.34
GGLA2,2019-07-08T23:33:00Z,67.5,1.4,11.34
GGLA2,2019-07-09T00:33:00Z,67.8,0.9,11.34
GGLA2,2019-07-09T01:33:00Z,67.89,103.0,11.34
GGLA2,2019-07-09T02:33:00Z,67.5,1.0,11.34
GGLA2,2019-07-09T03:33:00Z,66.7,1.4,11.34
GGLA2,2019-07-09T04:33:00Z,65.41,1.5,11.34
GGLA2,2019-07-09T05:33:00Z,64.9,0.9,11.34
GGLA2,2019-07-09T06:33:00Z,63.7,1.8,11.34
GGLA2,2019-07-09T07:33:00Z,63.3,1.2,11.34
GGLA2,2019-07-09T08:33:00Z,62.71,1.2,11.34
GGLA2,2019-07-09T09:33:00Z,62.2,1.3,11.34
GGLA2,2019-07-09T10:33:00Z,61.5,1.0,11.34
GGLA2,2019-07-09T11:33:00Z,60.1,1.9,11.34
GGLA2,2019-07-09T12:33:00Z,59.0,1.5,11.34
GGLA2,2019-07-09T13:33:00Z,58.89,0.8,11.34
GGLA2,2019-07-09T14:33:00Z,58.5,0.8,11.34
GGLA2,2019-07-09T15:33:00Z,58.69,1.4,11.34
GGLA2,2019-07-09T16:33:00Z,59.7,1.6,11.34
GGLA2,2019-07-09T17:33:00Z,60.3,1.5,11.34
GGLA2,2019-07-09T18:33:00Z,61.0,1.5,11.34
GGLA2,2019-07-09T19:33:00Z,62.49,1.3,11.34
GGLA2,2019-07-09T20:33:00Z,63.19,0.8,11.34
GGLA2,2019-07-09T21:33:00Z,64.29,1.0,11.34
GGLA2,2019-07-09T22:33:00Z,66.51,1.0,11.34
GGLA2,2019-07-09T23:33:00Z,68.2,0.6,11.34
GGLA2,2019-07-10T00:33:00Z,68.7,1.3,11.34
GGLA2,2019-07-10T01:33:00Z,69.21,0.9,11.34
GGLA2,2019-07-10T02:33:00Z,68.11,2.6,11.34
GGLA2,2019-07-10T03:33:00Z,67.3,0.9,11.34
GGLA2,2019-07-10T04:33:00Z,65.89,3.6,11.34
GGLA2,2019-07-10T05:33:00Z,64.51,1.0,11.34
GGLA2,2019-07-10T06:33:00Z,62.71,0.7,11.34
GGLA2,2019-07-10T07:33:00Z,61.3,1.0,11.34
GGLA2,2019-07-10T08:33:00Z,60.49,0.7,11.34
GGLA2,2019-07-10T09:33:00Z,60.3,1.2,11.34
GGLA2,2019-07-10T10:33:00Z,59.9,1.0,11.34
GGLA2,2019-07-10T11:33:00Z,59.2,1.4,11.34
GGLA2,2019-07-10T12:33:00Z,59.0,2.2,11.34
GGLA2,2019-07-10T13:33:00Z,57.2,1.0,11.34
GGLA2,2019-07-10T14:33:00Z,55.9,0.5,11.34
GGLA2,2019-07-10T15:33:00Z,55.99,2.4,11.34
GGLA2,2019-07-10T16:33:00Z,57.2,0.8,11.34
GGLA2,2019-07-10T17:33:00Z,58.8,4.0,11.34
GGLA2,2019-07-10T18:33:00Z,60.21,1.7,11.34
GGLA2,2019-07-10T19:33:00Z,61.7,1.6,11.34
GGLA2,2019-07-10T20:33:00Z,63.19,1.5,11.34
GGLA2,2019-07-10T21:33:00Z,65.89,1.5,11.34
GGLA2,2019-07-10T22:33:00Z,66.99,1.7,11.34
GGLA2,2019-07-10T23:33:00Z,69.01,1.1,11.34
GGLA2,2019-07-11T00:33:00Z,69.49,0.9,11.34
GGLA2,2019-07-11T01:33:00Z,69.21,1.1,11.34
GGLA2,2019-07-11T02:33:00Z,68.2,1.4,11.34
GGLA2,2019-07-11T03:33:00Z,67.8,2.3,11.34
GGLA2,2019-07-11T04:33:00Z,66.4,1.4,11.34
GGLA2,2019-07-11T05:33:00Z,64.99,1.3,11.34
GGLA2,2019-07-11T06:33:00Z,62.91,0.0,11.34
GGLA2,2019-07-11T07:33:00Z,62.2,1.3,11.34
GGLA2,2019-07-11T08:33:00Z,61.11,1.7,11.34
GGLA2,2019-07-11T09:33:00Z,59.4,1.3,11.34
GGLA2,2019-07-11T10:33:00Z,58.21,0.0,11.34
GGLA2,2019-07-11T11:33:00Z,58.3,1.2,11.34
GGLA2,2019-07-11T12:33:00Z,57.0,1.9,11.34
GGLA2,2019-07-11T13:33:00Z,55.9,1.1,11.34
GGLA2,2019-07-11T14:33:00Z,55.2,1.2,11.34
GGLA2,2019-07-11T15:33:00Z,56.19,0.6,11.34
GGLA2,2019-07-11T16:33:00Z,56.41,0.9,11.34
GGLA2,2019-07-11T17:33:00Z,57.0,0.0,11.34
GGLA2,2019-07-11T18:33:00Z,55.0,1.0,11.34
GGLA2,2019-07-11T19:33:00Z,56.5,0.9,11.34
GGLA2,2019-07-11T20:33:00Z,56.5,1.1,11.34
GGLA2,2019-07-11T21:33:00Z,55.2,1.0,11.34
GGLA2,2019-07-11T22:33:00Z,56.19,1.8,11.34
GGLA2,2019-07-11T23:33:00Z,59.4,1.8,11.34
GGLA2,2019-07-12T00:33:00Z,58.1,0.7,11.34
GGLA2,2019-07-12T01:33:00Z,55.4,1.0,11.36
GGLA2,2019-07-12T02:33:00Z,58.5,0.8,11.36
GGLA2,2019-07-12T03:33:00Z,54.9,1.4,11.36
GGLA2,2019-07-12T04:33:00Z,55.29,1.1,11.36
GGLA2,2019-07-12T05:33:00Z,55.6,0.2,11.36
GGLA2,2019-07-12T06:33:00Z,55.29,1.8,11.36
GGLA2,2019-07-12T07:33:00Z,54.19,1.7,11.36
GGLA2,2019-07-12T08:33:00Z,53.49,1.9,11.36
GGLA2,2019-07-12T09:33:00Z,52.5,0.0,11.36
GGLA2,2019-07-12T10:33:00Z,51.3,1.7,11.36
GGLA2,2019-07-12T11:33:00Z,48.09,103.0,11.36
GGLA2,2019-07-12T12:33:00Z,47.41,103.0,11.36
GGLA2,2019-07-12T13:33:00Z,47.8,103.0,11.36
GGLA2,2019-07-12T14:33:00Z,46.51,103.0,11.36
GGLA2,2019-07-12T15:33:00Z,45.9,103.0,11.36
GGLA2,2019-07-12T16:33:00Z,45.7,103.0,11.36
GGLA2,2019-07-12T17:33:00Z,45.3,103.0,11.36
GGLA2,2019-07-12T18:33:00Z,45.19,103.0,11.36
GGLA2,2019-07-12T19:33:00Z,45.39,103.0,11.37
GGLA2,2019-07-12T20:33:00Z,45.39,103.0,11.37
GGLA2,2019-07-12T21:33:00Z,47.1,103.0,11.37
GGLA2,2019-07-12T22:33:00Z,48.4,103.0,11.37
GGLA2,2019-07-12T23:33:00Z,50.4,0.4,11.37
GGLA2,2019-07-13T00:33:00Z,52.7,4.1,11.37
GGLA2,2019-07-13T01:33:00Z,52.3,3.9,11.37
GGLA2,2019-07-13T02:33:00Z,51.91,1.0,11.37
GGLA2,2019-07-13T03:33:00Z,52.59,1.1,11.37
GGLA2,2019-07-13T04:33:00Z,52.2,1.5,11.37
GGLA2,2019-07-13T05:33:00Z,52.2,1.6,11.37
GGLA2,2019-07-13T06:33:00Z,51.49,1.3,11.37
GGLA2,2019-07-13T07:33:00Z,51.49,0.7,11.37
GGLA2,2019-07-13T08:33:00Z,50.79,1.0,11.37
GGLA2,2019-07-13T09:33:00Z,49.1,0.0,11.37
GGLA2,2019-07-13T10:33:00Z,48.31,0.0,11.37
GGLA2,2019-07-13T11:33:00Z,47.1,103.0,11.37
GGLA2,2019-07-13T12:33:00Z,46.2,103.0,11.37
GGLA2,2019-07-13T13:33:00Z,46.0,103.0,11.37
GGLA2,2019-07-13T14:33:00Z,45.39,103.0,11.37
GGLA2,2019-07-13T15:33:00Z,45.61,103.0,11.37
GGLA2,2019-07-13T16:33:00Z,45.39,103.0,11.37
GGLA2,2019-07-13T17:33:00Z,46.2,103.0,11.37
GGLA2,2019-07-13T18:33:00Z,47.89,0.0,11.37
GGLA2,2019-07-13T19:33:00Z,51.01,2.1,11.37
GGLA2,2019-07-13T20:33:00Z,50.0,1.6,11.37
GGLA2,2019-07-13T21:33:00Z,52.59,1.7,11.37
GGLA2,2019-07-13T22:33:00Z,57.09,1.2,11.37
GGLA2,2019-07-13T23:33:00Z,57.2,2.8,11.37
GGLA2,2019-07-14T00:33:00Z,59.4,2.2,11.37
GGLA2,2019-07-14T01:33:00Z,60.49,2.5,11.37
GGLA2,2019-07-14T02:33:00Z,60.3,1.6,11.37
GGLA2,2019-07-14T03:33:00Z,59.59,2.1,11.37
GGLA2,2019-07-14T04:33:00Z,58.1,2.4,11.37
GGLA2,2019-07-14T05:33:00Z,56.7,3.4,11.37
GGLA2,2019-07-14T06:33:00Z,55.0,3.1,11.37
GGLA2,2019-07-14T07:33:00Z,53.71,2.0,11.37
GGLA2,2019-07-14T08:33:00Z,52.7,3.7,11.37
GGLA2,2019-07-14T09:33:00Z,51.69,3.8,11.37
GGLA2,2019-07-14T10:33:00Z,50.7,0.0,11.37
GGLA2,2019-07-14T11:33:00Z,48.09,0.0,11.37
GGLA2,2019-07-14T12:33:00Z,46.9,0.0,11.37
GGLA2,2019-07-14T13:33:00Z,45.9,103.0,11.37
GGLA2,2019-07-14T14:33:00Z,45.7,0.0,11.37
GGLA2,2019-07-14T15:33:00Z,46.2,0.0,11.37
GGLA2,2019-07-14T16:33:00Z,47.7,0.0,11.37
GGLA2,2019-07-14T17:33:00Z,48.2,3.4,11.37
GGLA2,2019-07-14T18:33:00Z,49.41,0.0,11.37
GGLA2,2019-07-14T19:33:00Z,50.31,0.0,11.37
GGLA2,2019-07-14T20:33:00Z,53.4,1.8,11.37
