Date	T_a2m
09.07.2019 10:00	13.42
09.07.2019 11:00	14.13
09.07.2019 12:00	15.27
09.07.2019 13:00	16.05
09.07.2019 14:00	16.46
09.07.2019 15:00	17.74
09.07.2019 16:00	18.08
09.07.2019 17:00	18.48
09.07.2019 18:00	18.14
09.07.2019 19:00	16.7
09.07.2019 20:00	14.93
09.07.2019 21:00	12.64
09.07.2019 22:00	12.26
09.07.2019 23:00	9.93
10.07.2019 00:00	10.32
10.07.2019 01:00	8.52
10.07.2019 02:00	8.04
10.07.2019 03:00	6.76
10.07.2019 04:00	7.35
10.07.2019 05:00	7.28
10.07.2019 06:00	7.27
10.07.2019 07:00	7.93
10.07.2019 08:00	9.72
10.07.2019 09:00	11.03
10.07.2019 10:00	12.29
10.07.2019 11:00	14.5
10.07.2019 12:00	15.21
10.07.2019 13:00	16.3
10.07.2019 14:00	17.04
10.07.2019 15:00	18.09
10.07.2019 16:00	18.54
10.07.2019 17:00	19
10.07.2019 18:00	18.33
10.07.2019 19:00	16.68
10.07.2019 20:00	14.92
10.07.2019 21:00	12.78
10.07.2019 22:00	11.72
10.07.2019 23:00	10.29
11.07.2019 00:00	10.07
11.07.2019 01:00	9.86
11.07.2019 02:00	8.95
11.07.2019 03:00	8.31
11.07.2019 04:00	7.65
11.07.2019 05:00	8.09
11.07.2019 06:00	7.53
11.07.2019 07:00	8.09
11.07.2019 08:00	9.83
11.07.2019 09:00	9.83
11.07.2019 10:00	9.95
11.07.2019 11:00	9.91
11.07.2019 12:00	10.05
11.07.2019 13:00	11.05
11.07.2019 14:00	12.84
11.07.2019 15:00	13.87
11.07.2019 16:00	12.78
11.07.2019 17:00	12.81
11.07.2019 18:00	12.03
11.07.2019 19:00	11.34
11.07.2019 20:00	11.08
11.07.2019 21:00	9.68
11.07.2019 22:00	8.8
11.07.2019 23:00	7.64
12.07.2019 00:00	7.37
12.07.2019 01:00	6.95
12.07.2019 02:00	7.14
12.07.2019 03:00	7.33
12.07.2019 04:00	6.91
12.07.2019 05:00	6.29
12.07.2019 06:00	7.05
12.07.2019 07:00	7.29
12.07.2019 08:00	7.7
12.07.2019 09:00	7.77
12.07.2019 10:00	8.58
12.07.2019 11:00	8.81
12.07.2019 12:00	9.15
12.07.2019 13:00	10.41
12.07.2019 14:00	12.27
12.07.2019 15:00	12.5
12.07.2019 16:00	11.66
12.07.2019 17:00	10.89
12.07.2019 18:00	11.12
12.07.2019 19:00	10.69
12.07.2019 20:00	10.22
12.07.2019 21:00	9.22
12.07.2019 22:00	7.86
12.07.2019 23:00	7.05
13.07.2019 00:00	7.4
13.07.2019 01:00	7.32
13.07.2019 02:00	7.1
13.07.2019 03:00	6.81
13.07.2019 04:00	7.12
13.07.2019 05:00	6.63
13.07.2019 06:00	6.86
13.07.2019 07:00	7
13.07.2019 08:00	7.47
13.07.2019 09:00	8.86
13.07.2019 10:00	9.52
13.07.2019 11:00	10.51
13.07.2019 12:00	12.47
13.07.2019 13:00	13.91
13.07.2019 14:00	15
13.07.2019 15:00	15.16
13.07.2019 16:00	14.89
13.07.2019 17:00	15.45
13.07.2019 18:00	14.56
13.07.2019 19:00	14.1
13.07.2019 20:00	12.58
13.07.2019 21:00	10.36
13.07.2019 22:00	8.45
13.07.2019 23:00	7.42
14.07.2019 00:00	6.35
14.07.2019 01:00	6.11
14.07.2019 02:00	5.7
14.07.2019 03:00	5.6
14.07.2019 04:00	5.41
14.07.2019 05:00	5.14
14.07.2019 06:00	5.78
14.07.2019 07:00	6.64
14.07.2019 08:00	8.13
14.07.2019 09:00	9.35
14.07.2019 10:00	10.6
14.07.2019 11:00	11.38
14.07.2019 12:00	12.38
14.07.2019 13:00	13.48
14.07.2019 14:00	14.16
14.07.2019 15:00	14.88
14.07.2019 16:00	13.69
14.07.2019 17:00	12.25
14.07.2019 18:00	12.3
14.07.2019 19:00	12.23
14.07.2019 20:00	10.56
14.07.2019 21:00	9.1
14.07.2019 22:00	7.83
14.07.2019 23:00	7.72
15.07.2019 00:00	7.66
15.07.2019 01:00	7.18
15.07.2019 02:00	7.3
15.07.2019 03:00	7.64
15.07.2019 04:00	7.41
15.07.2019 05:00	7.65
15.07.2019 06:00	6.95
15.07.2019 07:00	7.81
15.07.2019 08:00	8.08
15.07.2019 09:00	8.21
15.07.2019 10:00	8.66
15.07.2019 11:00	10.33
15.07.2019 12:00	10.66
15.07.2019 13:00	11.07
15.07.2019 14:00	11.95
15.07.2019 15:00	10.27
15.07.2019 16:00	11.37
15.07.2019 17:00	11.53
15.07.2019 18:00	12.69
15.07.2019 19:00	11.81
15.07.2019 20:00	11.22
15.07.2019 21:00	9.48
15.07.2019 22:00	8.52
15.07.2019 23:00	7.67
16.07.2019 00:00	6.91
16.07.2019 01:00	6.17
16.07.2019 02:00	6.39
16.07.2019 03:00	5.51
16.07.2019 04:00	5.13
16.07.2019 05:00	4.82
16.07.2019 06:00	5.12
16.07.2019 07:00	6.1
16.07.2019 08:00	8.17
16.07.2019 09:00	10.75
16.07.2019 10:00	12.84
16.07.2019 11:00	13.26
16.07.2019 12:00	15.87
16.07.2019 13:00	17.99
16.07.2019 14:00	14.97
16.07.2019 15:00	15.83
16.07.2019 16:00	16.06
16.07.2019 17:00	13.21
16.07.2019 18:00	11.84
16.07.2019 19:00	10.97
16.07.2019 20:00	10.52
16.07.2019 21:00	9.27
16.07.2019 22:00	8.32
16.07.2019 23:00	7.65
17.07.2019 00:00	7.31
17.07.2019 01:00	6.78
17.07.2019 02:00	5.95
17.07.2019 03:00	5.41
17.07.2019 04:00	5.28
17.07.2019 05:00	5.25
17.07.2019 06:00	5.34
17.07.2019 07:00	6.27
17.07.2019 08:00	7.58
17.07.2019 09:00	9.5
17.07.2019 10:00	12.31
17.07.2019 11:00	13.51
17.07.2019 12:00	15.85
17.07.2019 13:00	16.92
17.07.2019 14:00	17.75
17.07.2019 15:00	17.1
17.07.2019 16:00	17.39
17.07.2019 17:00	19.04
17.07.2019 18:00	17.66
17.07.2019 19:00	16.5
17.07.2019 20:00	14.49
17.07.2019 21:00	13.28
17.07.2019 22:00	12.41
17.07.2019 23:00	9.84
18.07.2019 00:00	10.13
18.07.2019 01:00	9.85
18.07.2019 02:00	9.25
18.07.2019 03:00	8.23
18.07.2019 04:00	7.6
18.07.2019 05:00	7.76
18.07.2019 06:00	7.59
18.07.2019 07:00	9.27
18.07.2019 08:00	10.63
18.07.2019 09:00	12.35
18.07.2019 10:00	14.02
18.07.2019 11:00	15.34
18.07.2019 12:00	16.02
18.07.2019 13:00	16.13
18.07.2019 14:00	17.19
18.07.2019 15:00	18.08
18.07.2019 16:00	18.46
18.07.2019 17:00	19.49
18.07.2019 18:00	19.56
18.07.2019 19:00	17.49
18.07.2019 20:00	15.22
18.07.2019 21:00	13.46
18.07.2019 22:00	11.54
18.07.2019 23:00	10.84
19.07.2019 00:00	10.14
19.07.2019 01:00	9.27
19.07.2019 02:00	7.97
19.07.2019 03:00	7.85
19.07.2019 04:00	7.67
19.07.2019 05:00	6.95
19.07.2019 06:00	8.49
19.07.2019 07:00	9.63
19.07.2019 08:00	10.27
19.07.2019 09:00	12.51
19.07.2019 10:00	13.37
19.07.2019 11:00	14.91
19.07.2019 12:00	15.75
19.07.2019 13:00	16.34
19.07.2019 14:00	16.65
19.07.2019 15:00	16.7
19.07.2019 16:00	16.54
19.07.2019 17:00	16.55
19.07.2019 18:00	17.66
19.07.2019 19:00	15.74
19.07.2019 20:00	12.83
19.07.2019 21:00	12.16
19.07.2019 22:00	10.35
19.07.2019 23:00	8.64
20.07.2019 00:00	8.04
20.07.2019 01:00	7.88
20.07.2019 02:00	7.92
20.07.2019 03:00	7.7
20.07.2019 04:00	6.99
20.07.2019 05:00	6.92
20.07.2019 06:00	7.32
20.07.2019 07:00	7.63
20.07.2019 08:00	8.54
20.07.2019 09:00	10.09
20.07.2019 10:00	9.54
20.07.2019 11:00	10.74
20.07.2019 12:00	13.8
20.07.2019 13:00	14.7
20.07.2019 14:00	14.29
20.07.2019 15:00	13.96
20.07.2019 16:00	15.18
20.07.2019 17:00	15.74
20.07.2019 18:00	15.04
20.07.2019 19:00	14.23
20.07.2019 20:00	13.6
20.07.2019 21:00	12.69
20.07.2019 22:00	10.34
20.07.2019 23:00	9.52
21.07.2019 00:00	8.73
21.07.2019 01:00	7.88
21.07.2019 02:00	7.31
21.07.2019 03:00	7.19
21.07.2019 04:00	6.26
21.07.2019 05:00	6.23
21.07.2019 06:00	6.58
21.07.2019 07:00	7.4
21.07.2019 08:00	8.16
21.07.2019 09:00	9.82
21.07.2019 10:00	13.21
21.07.2019 11:00	14.41
21.07.2019 12:00	14.54
21.07.2019 13:00	17.78
21.07.2019 14:00	16.46
21.07.2019 15:00	15.52
21.07.2019 16:00	14.84
21.07.2019 17:00	14.52
21.07.2019 18:00	14.72
21.07.2019 19:00	14.67
21.07.2019 20:00	14.45
21.07.2019 21:00	12.09
21.07.2019 22:00	10.67
21.07.2019 23:00	9.36
22.07.2019 00:00	8.76
22.07.2019 01:00	7.75
22.07.2019 02:00	7.38
22.07.2019 03:00	7.99
22.07.2019 04:00	7.38
22.07.2019 05:00	6.28
22.07.2019 06:00	6.09
22.07.2019 07:00	8.94
22.07.2019 08:00	10.04
22.07.2019 09:00	12.17
22.07.2019 10:00	14.33
22.07.2019 11:00	14.71
22.07.2019 12:00	15.78
22.07.2019 13:00	16.72
22.07.2019 14:00	17.41
22.07.2019 15:00	18.23
22.07.2019 16:00	19.12
22.07.2019 17:00	18.23
22.07.2019 18:00	17.49
22.07.2019 19:00	14.55
22.07.2019 20:00	14.96
22.07.2019 21:00	13.45
22.07.2019 22:00	11.73
22.07.2019 23:00	11.08
23.07.2019 00:00	10.19
23.07.2019 01:00	8.35
23.07.2019 02:00	8.58
23.07.2019 03:00	9.71
23.07.2019 04:00	8.44
23.07.2019 05:00	7.7
23.07.2019 06:00	7.21
23.07.2019 07:00	8.91
23.07.2019 08:00	9.35
23.07.2019 09:00	9.77
23.07.2019 10:00	8.92
23.07.2019 11:00	9.67
23.07.2019 12:00	11.49
23.07.2019 13:00	11.25
23.07.2019 14:00	11.48
23.07.2019 15:00	9.63
23.07.2019 16:00	9.14
23.07.2019 17:00	8.39
23.07.2019 18:00	8.6
23.07.2019 19:00	8.67
23.07.2019 20:00	8.04
23.07.2019 21:00	7.62
23.07.2019 22:00	8.39
23.07.2019 23:00	8.73
24.07.2019 00:00	7.78
24.07.2019 01:00	6.59
24.07.2019 02:00	5.64
24.07.2019 03:00	5.33
24.07.2019 04:00	4.33
24.07.2019 05:00	4.76
24.07.2019 06:00	5.18
24.07.2019 07:00	6.48
24.07.2019 08:00	6.61
24.07.2019 09:00	9.14
24.07.2019 10:00	12.12
24.07.2019 11:00	14.54
24.07.2019 12:00	14.01
24.07.2019 13:00	13.72
24.07.2019 14:00	13.09
24.07.2019 15:00	13.25
24.07.2019 16:00	12.7
24.07.2019 17:00	11.37
24.07.2019 18:00	10.87
24.07.2019 19:00	8.64
24.07.2019 20:00	8.57
24.07.2019 21:00	7.57
24.07.2019 22:00	7.8
24.07.2019 23:00	7.92
25.07.2019 00:00	6.98
25.07.2019 01:00	7.77
25.07.2019 02:00	7.8
25.07.2019 03:00	7.2
25.07.2019 04:00	5.61
25.07.2019 05:00	5.51
25.07.2019 06:00	4.95
25.07.2019 07:00	4.69
25.07.2019 08:00	4.91
25.07.2019 09:00	5.09
25.07.2019 10:00	5.05
25.07.2019 11:00	5.14
25.07.2019 12:00	5.39
25.07.2019 13:00	5.93
25.07.2019 14:00	6.25
25.07.2019 15:00	6
25.07.2019 16:00	6.05
25.07.2019 17:00	6.17
25.07.2019 18:00	6.2
25.07.2019 19:00	6.05
25.07.2019 20:00	5.17
25.07.2019 21:00	5.02
25.07.2019 22:00	5.3
25.07.2019 23:00	5.3
26.07.2019 00:00	4.82
26.07.2019 01:00	4.54
26.07.2019 02:00	4.15
26.07.2019 03:00	4.71
26.07.2019 04:00	4.3
26.07.2019 05:00	3.91
26.07.2019 06:00	4.29
26.07.2019 07:00	4.3
26.07.2019 08:00	3.89
26.07.2019 09:00	4.57
26.07.2019 10:00	5.41
26.07.2019 11:00	6.61
26.07.2019 12:00	7.7
26.07.2019 13:00	8.15
26.07.2019 14:00	8.85
26.07.2019 15:00	9.9
26.07.2019 16:00	8.98
26.07.2019 17:00	7.07
26.07.2019 18:00	7.15
26.07.2019 19:00	6.86
26.07.2019 20:00	6.51
26.07.2019 21:00	5.87
26.07.2019 22:00	5.35
26.07.2019 23:00	5.22
27.07.2019 00:00	4.95
27.07.2019 01:00	4.47
27.07.2019 02:00	4.48
27.07.2019 03:00	4.09
27.07.2019 04:00	3.66
27.07.2019 05:00	4.31
27.07.2019 06:00	4.95
27.07.2019 07:00	5.51
27.07.2019 08:00	5.6
27.07.2019 09:00	5.41
27.07.2019 10:00	5.87
27.07.2019 11:00	6.6
27.07.2019 12:00	8.59
27.07.2019 13:00	9.68
27.07.2019 14:00	10.06
27.07.2019 15:00	10.76
27.07.2019 16:00	10.77
27.07.2019 17:00	10.45
27.07.2019 18:00	10.11
27.07.2019 19:00	9.14
27.07.2019 20:00	7.02
27.07.2019 21:00	6.58
27.07.2019 22:00	5.29
27.07.2019 23:00	4.98
28.07.2019 00:00	4.98
28.07.2019 01:00	4.21
28.07.2019 02:00	4
28.07.2019 03:00	4.16
28.07.2019 04:00	4.04
28.07.2019 05:00	4.58
28.07.2019 06:00	4
28.07.2019 07:00	4.44
28.07.2019 08:00	5.62
28.07.2019 09:00	6.15
28.07.2019 10:00	7.52
28.07.2019 11:00	8.38
28.07.2019 12:00	9.22
28.07.2019 13:00	9.82
28.07.2019 14:00	10.32
28.07.2019 15:00	10.63
28.07.2019 16:00	9.24
28.07.2019 17:00	9.73
28.07.2019 18:00	9.56
28.07.2019 19:00	8.05
28.07.2019 20:00	7.28
28.07.2019 21:00	7.02
28.07.2019 22:00	6.35
28.07.2019 23:00	6.27
29.07.2019 00:00	5.96
29.07.2019 01:00	5.62
29.07.2019 02:00	5.09
29.07.2019 03:00	4.31
29.07.2019 04:00	4.15
29.07.2019 05:00	3.98
29.07.2019 06:00	3.99
29.07.2019 07:00	4.44
29.07.2019 08:00	5.56
29.07.2019 09:00	5.71
29.07.2019 10:00	7.08
29.07.2019 11:00	7.58
29.07.2019 12:00	8.29
29.07.2019 13:00	9.3
29.07.2019 14:00	11.22
29.07.2019 15:00	10.36
29.07.2019 16:00	10.86
29.07.2019 17:00	11.2
29.07.2019 18:00	10.73
29.07.2019 19:00	9.77
29.07.2019 20:00	9.37
29.07.2019 21:00	7.82
29.07.2019 22:00	6.63
29.07.2019 23:00	6.06
30.07.2019 00:00	6.23
30.07.2019 01:00	5.79
30.07.2019 02:00	4.9
30.07.2019 03:00	4.82
30.07.2019 04:00	4.38
30.07.2019 05:00	3.88
30.07.2019 06:00	4.24
30.07.2019 07:00	4.89
30.07.2019 08:00	7.15
30.07.2019 09:00	9.35
30.07.2019 10:00	11.14
30.07.2019 11:00	12.74
30.07.2019 12:00	13.17
30.07.2019 13:00	13.37
30.07.2019 14:00	13.28
30.07.2019 15:00	13.39
30.07.2019 16:00	12.17
30.07.2019 17:00	12.76
30.07.2019 18:00	14.54
30.07.2019 19:00	13.67
30.07.2019 20:00	10.73
30.07.2019 21:00	9.29
30.07.2019 22:00	8.77
30.07.2019 23:00	7.97
31.07.2019 00:00	7.54
31.07.2019 01:00	6.52
31.07.2019 02:00	6
31.07.2019 03:00	5.62
31.07.2019 04:00	5.41
31.07.2019 05:00	5.16
31.07.2019 06:00	4.9
31.07.2019 07:00	6.22
31.07.2019 08:00	8.56
31.07.2019 09:00	10.53
31.07.2019 10:00	11.17
31.07.2019 11:00	12.25
31.07.2019 12:00	13.6
31.07.2019 13:00	14.29
31.07.2019 14:00	15.4
31.07.2019 15:00	16.17
31.07.2019 16:00	15.76
31.07.2019 17:00	14.15
31.07.2019 18:00	12.43
31.07.2019 19:00	10.55
31.07.2019 20:00	11.38
31.07.2019 21:00	9.97
31.07.2019 22:00	9.21
31.07.2019 23:00	9.02
01.08.2019 00:00	8.46
01.08.2019 01:00	6.59
01.08.2019 02:00	5.96
01.08.2019 03:00	6.45
01.08.2019 04:00	6.31
01.08.2019 05:00	5.72
01.08.2019 06:00	6.11
01.08.2019 07:00	7.24
01.08.2019 08:00	7.88
01.08.2019 09:00	10.41
01.08.2019 10:00	11.41
01.08.2019 11:00	12.31
01.08.2019 12:00	12.61
01.08.2019 13:00	14.01
01.08.2019 14:00	14.76
01.08.2019 15:00	15.24
01.08.2019 16:00	13.86
01.08.2019 17:00	12.94
01.08.2019 18:00	13.35
01.08.2019 19:00	13.18
01.08.2019 20:00	11.6
01.08.2019 21:00	9.76
01.08.2019 22:00	8.64
01.08.2019 23:00	7.88
02.08.2019 00:00	6.4
02.08.2019 01:00	6.2
02.08.2019 02:00	5.71
02.08.2019 03:00	5.33
02.08.2019 04:00	5.2
02.08.2019 05:00	5.05
02.08.2019 06:00	5.41
02.08.2019 07:00	5.91
02.08.2019 08:00	7.43
02.08.2019 09:00	7.91
02.08.2019 10:00	9.01
02.08.2019 11:00	10.65
02.08.2019 12:00	12.33
02.08.2019 13:00	12.98
02.08.2019 14:00	12.98
02.08.2019 15:00	13.39
02.08.2019 16:00	14.55
02.08.2019 17:00	14.2
02.08.2019 18:00	13.97
02.08.2019 19:00	13.69
02.08.2019 20:00	12.3
02.08.2019 21:00	11.76
02.08.2019 22:00	10.12
02.08.2019 23:00	10.16
03.08.2019 00:00	9.4
03.08.2019 01:00	8.64
03.08.2019 02:00	7.7
03.08.2019 03:00	7.39
03.08.2019 04:00	6.72
03.08.2019 05:00	7.15
03.08.2019 06:00	7.01
03.08.2019 07:00	8.47
03.08.2019 08:00	10.14
03.08.2019 09:00	11.02
03.08.2019 10:00	12.9
03.08.2019 11:00	14.11
03.08.2019 12:00	15.59
03.08.2019 13:00	17.24
03.08.2019 14:00	18.2
03.08.2019 15:00	18.02
03.08.2019 16:00	18.19
03.08.2019 17:00	19.13
03.08.2019 18:00	17.92
03.08.2019 19:00	16.64
03.08.2019 20:00	14.12
03.08.2019 21:00	12.15
03.08.2019 22:00	10.75
03.08.2019 23:00	10.35
04.08.2019 00:00	9.63
04.08.2019 01:00	8.57
04.08.2019 02:00	8.55
04.08.2019 03:00	8.38
04.08.2019 04:00	8.22
04.08.2019 05:00	7.82
04.08.2019 06:00	8.36
04.08.2019 07:00	7.97
04.08.2019 08:00	9.32
04.08.2019 09:00	11.53
04.08.2019 10:00	12.29
04.08.2019 11:00	14.26
04.08.2019 12:00	15.21
04.08.2019 13:00	16.29
04.08.2019 14:00	17.11
04.08.2019 15:00	17.66
04.08.2019 16:00	17.65
04.08.2019 17:00	17.46
04.08.2019 18:00	16.79
04.08.2019 19:00	16.51
04.08.2019 20:00	14.66
04.08.2019 21:00	13.15
04.08.2019 22:00	12.47
04.08.2019 23:00	11.32
05.08.2019 00:00	10.5
05.08.2019 01:00	10.03
05.08.2019 02:00	9.45
05.08.2019 03:00	9.04
05.08.2019 04:00	8.59
05.08.2019 05:00	8.94
05.08.2019 06:00	8.74
05.08.2019 07:00	9.22
05.08.2019 08:00	10.12
05.08.2019 09:00	10.62
05.08.2019 10:00	12.14
05.08.2019 11:00	11.72
05.08.2019 12:00	15.25
05.08.2019 13:00	15.51
05.08.2019 14:00	16.08
05.08.2019 15:00	15.22
05.08.2019 16:00	16.32
05.08.2019 17:00	15.81
05.08.2019 18:00	15.68
05.08.2019 19:00	14.95
05.08.2019 20:00	14.25
05.08.2019 21:00	12.62
05.08.2019 22:00	11.83
05.08.2019 23:00	10.96
06.08.2019 00:00	11.02
06.08.2019 01:00	10.39
06.08.2019 02:00	9.4
06.08.2019 03:00	8.6
06.08.2019 04:00	9.33
06.08.2019 05:00	9.1
06.08.2019 06:00	8.45
06.08.2019 07:00	8.59
06.08.2019 08:00	9.54
06.08.2019 09:00	9.96
06.08.2019 10:00	11.42
06.08.2019 11:00	13.69
06.08.2019 12:00	14.75
06.08.2019 13:00	15.49
06.08.2019 14:00	16.73
06.08.2019 15:00	16.23
06.08.2019 16:00	14.12
06.08.2019 17:00	13.65
06.08.2019 18:00	14.56
06.08.2019 19:00	14.17
06.08.2019 20:00	12.45
06.08.2019 21:00	11.22
06.08.2019 22:00	10.42
06.08.2019 23:00	9.09
07.08.2019 00:00	8.91
07.08.2019 01:00	9.53
07.08.2019 02:00	9.67
07.08.2019 03:00	8.66
07.08.2019 04:00	8.71
07.08.2019 05:00	8.01
07.08.2019 06:00	7.99
07.08.2019 07:00	7.28
07.08.2019 08:00	8
07.08.2019 09:00	10.6
07.08.2019 10:00	12.06
07.08.2019 11:00	13.63
07.08.2019 12:00	15
07.08.2019 13:00	15.25
07.08.2019 14:00	15.55
07.08.2019 15:00	16.45
07.08.2019 16:00	15.82
07.08.2019 17:00	16.22
07.08.2019 18:00	14.14
07.08.2019 19:00	12.74
07.08.2019 20:00	13.02
07.08.2019 21:00	11.2
07.08.2019 22:00	10.99
07.08.2019 23:00	9.93
08.08.2019 00:00	9.07
08.08.2019 01:00	9.54
08.08.2019 02:00	9.5
08.08.2019 03:00	9.84
08.08.2019 04:00	8.27
08.08.2019 05:00	7.47
08.08.2019 06:00	6.84
08.08.2019 07:00	7.12
08.08.2019 08:00	8.83
08.08.2019 09:00	11.19
08.08.2019 10:00	14.31
08.08.2019 11:00	15.55
08.08.2019 12:00	17.82
08.08.2019 13:00	17.23
08.08.2019 14:00	18.63
08.08.2019 15:00	18.06
08.08.2019 16:00	16.97
08.08.2019 17:00	15.38
08.08.2019 18:00	15.56
08.08.2019 19:00	13.87
08.08.2019 20:00	12.05
08.08.2019 21:00	10.35
08.08.2019 22:00	9.39
08.08.2019 23:00	8.78
09.08.2019 00:00	8.27
09.08.2019 01:00	8.24
09.08.2019 02:00	7.51
09.08.2019 03:00	6.9
09.08.2019 04:00	6
09.08.2019 05:00	6.15
09.08.2019 06:00	5.25
09.08.2019 07:00	6.14
09.08.2019 08:00	8.28
09.08.2019 09:00	8.93
09.08.2019 10:00	10.89
09.08.2019 11:00	12.53
09.08.2019 12:00	14.13
09.08.2019 13:00	14.4
09.08.2019 14:00	13.98
09.08.2019 15:00	15.12
09.08.2019 16:00	15.21
09.08.2019 17:00	15.63
09.08.2019 18:00	15.01
09.08.2019 19:00	13.51
09.08.2019 20:00	11.82
09.08.2019 21:00	10.85
09.08.2019 22:00	9.82
09.08.2019 23:00	8.24
10.08.2019 00:00	8.27
10.08.2019 01:00	8
10.08.2019 02:00	7.74
10.08.2019 03:00	5.92
10.08.2019 04:00	5.73
10.08.2019 05:00	6.17
10.08.2019 06:00	6.2
10.08.2019 07:00	5.95
10.08.2019 08:00	8.03
10.08.2019 09:00	9.82
10.08.2019 10:00	11.08
10.08.2019 11:00	12.94
10.08.2019 12:00	13.75
10.08.2019 13:00	14.65
10.08.2019 14:00	15.27
10.08.2019 15:00	15.79
10.08.2019 16:00	16.43
10.08.2019 17:00	15.7
10.08.2019 18:00	13.51
10.08.2019 19:00	12.56
10.08.2019 20:00	11.53
10.08.2019 21:00	9.94
10.08.2019 22:00	9.38
10.08.2019 23:00	8.04
11.08.2019 00:00	7.03
11.08.2019 01:00	6.59
11.08.2019 02:00	7.25
11.08.2019 03:00	7.18
11.08.2019 04:00	6.03
11.08.2019 05:00	6.82
11.08.2019 06:00	6.62
11.08.2019 07:00	6.89
11.08.2019 08:00	7.74
11.08.2019 09:00	9.31
11.08.2019 10:00	10.37
11.08.2019 11:00	11.8
11.08.2019 12:00	12.32
11.08.2019 13:00	13.8
11.08.2019 14:00	14.75
11.08.2019 15:00	14.33
11.08.2019 16:00	13.91
11.08.2019 17:00	13.84
11.08.2019 18:00	14.06
11.08.2019 19:00	13.02
11.08.2019 20:00	11.73
11.08.2019 21:00	10.72
11.08.2019 22:00	9.24
11.08.2019 23:00	9.02
12.08.2019 00:00	9.25
12.08.2019 01:00	8.41
12.08.2019 02:00	7.44
12.08.2019 03:00	6.31
12.08.2019 04:00	6.23
12.08.2019 05:00	6.21
12.08.2019 06:00	5.51
12.08.2019 07:00	6.78
12.08.2019 08:00	9.03
12.08.2019 09:00	10.47
12.08.2019 10:00	12.18
12.08.2019 11:00	13.12
12.08.2019 12:00	14.01
12.08.2019 13:00	15.04
12.08.2019 14:00	15.67
12.08.2019 15:00	16.57
12.08.2019 16:00	16.21
12.08.2019 17:00	15.91
12.08.2019 18:00	15.34
12.08.2019 19:00	14.33
12.08.2019 20:00	13.1
12.08.2019 21:00	11.35
12.08.2019 22:00	10.3
12.08.2019 23:00	9.73
13.08.2019 00:00	8.9
13.08.2019 01:00	7.42
13.08.2019 02:00	7.11
13.08.2019 03:00	7.36
13.08.2019 04:00	7.54
13.08.2019 05:00	7.78
13.08.2019 06:00	8.13
13.08.2019 07:00	8.36
13.08.2019 08:00	8.67
13.08.2019 09:00	9.71
13.08.2019 10:00	10.44
13.08.2019 11:00	11.99
13.08.2019 12:00	12.91
13.08.2019 13:00	14.33
13.08.2019 14:00	16.35
13.08.2019 15:00	16.08
13.08.2019 16:00	15.26
13.08.2019 17:00	15.38
13.08.2019 18:00	15.06
13.08.2019 19:00	14.19
13.08.2019 20:00	12.45
13.08.2019 21:00	11.02
13.08.2019 22:00	10.5
13.08.2019 23:00	9.61
14.08.2019 00:00	9.08
14.08.2019 01:00	9.21
14.08.2019 02:00	8.46
14.08.2019 03:00	8.5
14.08.2019 04:00	8.03
14.08.2019 05:00	8.73
14.08.2019 06:00	8.03
14.08.2019 07:00	7.6
14.08.2019 08:00	8.23
14.08.2019 09:00	8.29
14.08.2019 10:00	8.35
14.08.2019 11:00	8.35
14.08.2019 12:00	9.13
14.08.2019 13:00	10.06
14.08.2019 14:00	10.55
14.08.2019 15:00	10.21
14.08.2019 16:00	10.19
14.08.2019 17:00	9.17
14.08.2019 18:00	9.04
14.08.2019 19:00	8.74
14.08.2019 20:00	8.36
14.08.2019 21:00	8.47
14.08.2019 22:00	8.2
14.08.2019 23:00	8.12
15.08.2019 00:00	7.93
15.08.2019 01:00	7.85
15.08.2019 02:00	7.89
15.08.2019 03:00	7.68
15.08.2019 04:00	7.02
15.08.2019 05:00	6.49
15.08.2019 06:00	6.55
15.08.2019 07:00	7.23
15.08.2019 08:00	7.3
15.08.2019 09:00	7.44
15.08.2019 10:00	8.16
15.08.2019 11:00	9.92
15.08.2019 12:00	10.76
15.08.2019 13:00	11.37
15.08.2019 14:00	10.79
15.08.2019 15:00	11.52
15.08.2019 16:00	12.3
15.08.2019 17:00	13
15.08.2019 18:00	12.44
15.08.2019 19:00	11.37
15.08.2019 20:00	10.63
15.08.2019 21:00	9.52
15.08.2019 22:00	8.76
15.08.2019 23:00	8.74
16.08.2019 00:00	8.21
16.08.2019 01:00	7.85
16.08.2019 02:00	8.3
16.08.2019 03:00	8.03
16.08.2019 04:00	7.52
16.08.2019 05:00	7.07
16.08.2019 06:00	7.09
16.08.2019 07:00	7.48
16.08.2019 08:00	8.28
16.08.2019 09:00	8.4
16.08.2019 10:00	9.53
16.08.2019 11:00	9.05
16.08.2019 12:00	9.19
16.08.2019 13:00	9.4
16.08.2019 14:00	9.86
16.08.2019 15:00	10.21
16.08.2019 16:00	10.21
16.08.2019 17:00	9.78
16.08.2019 18:00	10
16.08.2019 19:00	9.38
16.08.2019 20:00	9.16
16.08.2019 21:00	8.46
16.08.2019 22:00	7.24
16.08.2019 23:00	7.08
17.08.2019 00:00	7.01
17.08.2019 01:00	6.89
17.08.2019 02:00	6.08
17.08.2019 03:00	7.13
17.08.2019 04:00	6.92
17.08.2019 05:00	6.52
17.08.2019 06:00	5.89
17.08.2019 07:00	4.9
