Date,Precip_acc,Precip_inc,SDS,SWES
2020-06-29,262.0,0.0,0.0,0.0
2020-06-30,262.0,0.0,0.0,0.0
2020-07-01,262.0,0.0,0.0,0.0
2020-07-02,262.0,0.0,0.0,0.0
2020-07-03,262.0,0.0,0.0,0.0
2020-07-04,262.0,0.0,0.0,0.0
2020-07-05,262.0,0.0,0.0,0.0
2020-07-06,262.0,13.0,0.0,0.0
2020-07-07,274.0,0.0,0.0,0.0
2020-07-08,274.0,0.0,0.0,0.0
2020-07-09,274.0,0.0,0.0,0.0
2020-07-10,274.0,0.0,0.0,0.0
2020-07-11,274.0,5.0,0.0,0.0
2020-07-12,279.0,0.0,0.0,0.0
2020-07-13,279.0,0.0,0.0,0.0
2020-07-14,279.0,0.0,0.0,0.0
2020-07-15,279.0,0.0,0.0,0.0
2020-07-16,279.0,3.0,0.0,0.0
2020-07-17,282.0,0.0,0.0,0.0
2020-07-18,282.0,0.0,0.0,0.0
2020-07-19,282.0,8.0,0.0,0.0
2020-07-20,290.0,15.0,0.0,0.0
2020-07-21,305.0,0.0,0.0,0.0
2020-07-22,305.0,0.0,0.0,0.0
2020-07-23,305.0,3.0,0.0,0.0
2020-07-24,307.0,3.0,0.0,0.0
2020-07-25,310.0,0.0,0.0,0.0
2020-07-26,310.0,3.0,0.0,0.0
2020-07-27,312.0,0.0,0.0,0.0
2020-07-28,312.0,0.0,3.0,3.0
2020-07-29,312.0,0.0,3.0,3.0
2020-07-30,312.0,0.0,3.0,3.0
2020-07-31,312.0,0.0,3.0,3.0
2020-08-01,312.0,,3.0,3.0
