,gates,gates,gates,may,may,may,buri,buri,buri,usgs,usgs,usgs,coop,coop,coop
,TMIN,TAVG,TMAX,TMIN,TAVG,TMAX,TMIN,TAVG,TMAX,TMIN,TAVG,TMAX,TMAX,TMIN,TAVG
DATE,,,,,,,,,,,,,,,
2017-03-10 00:00:00-09:00,-20.77777777777778,-18.42824074074074,-15.277777777777779,-34.43888888888889,-22.28840277777778,-7.222222222222222,,,,-34.7,-22.162500000000012,-2.8,-7.222222222222222,-33.88888888888889,-20.555555555555557
2017-03-11 00:00:00-09:00,-18.22222222222222,-16.592592592592595,-14.166666666666668,-31.66111111111111,-20.598796296296296,-6.666666666666667,,,,-32.4,-20.599999999999998,-4.3,-2.7777777777777777,-33.88888888888889,-18.333333333333336
2017-03-12 00:00:00-09:00,-17.61111111111111,-15.115942028985511,-13.500000000000002,-19.999444444444446,-12.970942028985505,-9.444444444444445,,,,-31.1,-18.984375,-4.1,-4.444444444444445,-32.22222222222222,-18.333333333333336
2017-03-13 00:00:00-08:00,-18.555555555555557,-16.960648148148145,-14.944444444444445,-26.105555555555558,-17.33604166666667,-8.88888888888889,,,,-24.9,-16.832291666666666,-8.6,-3.8888888888888893,-31.111111111111114,-17.5
2017-03-14 00:00:00-08:00,-19.72222222222222,-18.10648148148148,-16.5,-16.11111111111111,-13.14814814814815,-9.444444444444445,,,,-26.4,-16.179166666666678,-7.9,-8.333333333333334,-23.88888888888889,-16.11111111111111
2017-03-15 00:00:00-08:00,-20.444444444444443,-19.62037037037037,-18.333333333333336,-23.883333333333336,-15.323703703703707,-8.333333333333334,,,,-17.8,-13.913541666666667,-5.2,-7.777777777777779,-26.11111111111111,-16.944444444444446
2017-03-16 00:00:00-08:00,-21.333333333333332,-19.8587962962963,-17.333333333333332,-31.66111111111111,-20.298333333333332,-8.333333333333334,,,,-24.7,-16.293750000000003,-4.3,-5.0,-18.88888888888889,-11.944444444444445
2017-03-17 00:00:00-08:00,-22.055555555555557,-20.078703703703706,-16.22222222222222,-31.66111111111111,-20.043495370370366,-6.111111111111112,,,,-30.9,-19.58229166666666,-6.2,-4.444444444444445,-27.222222222222225,-15.833333333333334
2017-03-18 00:00:00-08:00,-21.11111111111111,-16.562499999999996,-9.722222222222223,-24.994444444444447,-15.647245370370372,-5.0,,,,-31.1,-19.41875,-3.5,-8.333333333333334,-28.88888888888889,-18.61111111111111
2017-03-19 00:00:00-08:00,-11.444444444444446,-8.76851851851852,-6.611111111111111,-15.555555555555557,-8.773148148148147,1.1111111111111112,,,,-22.7,-13.313541666666671,-2.5,-7.222222222222222,-29.444444444444446,-18.333333333333336
