TIMESTAMP,SD,RS,Precip_inc
2019-01-09,29.80000000000001,145.1736,
2019-01-10,30.200000000000017,162.1617,16.988100000000003
2019-01-11,22.900000000000006,-72.6499,
2019-01-12,29.900000000000006,180.3312,252.9811
2019-01-13,,,
2019-01-14,,,
2019-01-15,29.5,197.4941,
2019-01-16,29.599999999999994,207.5061,10.012
2019-01-17,28.900000000000006,190.6805,
2019-01-18,29.5,191.9925,1.3120000000000118
2019-01-19,,,
2019-01-20,26.5,187.4766,
2019-01-21,,,
2019-01-22,,,
2019-01-23,30.900000000000006,225.2461,
2019-01-24,31.599999999999994,221.6747,
2019-01-25,30.0,217.8297,
2019-01-26,29.200000000000017,219.3056,1.4758999999999958
2019-01-27,28.599999999999994,206.34900000000002,
2019-01-28,28.900000000000006,213.1319,6.782899999999984
2019-01-29,,,
2019-01-30,,,
2019-01-31,,,
2019-02-01,29.700000000000017,191.8362,
2019-02-02,29.700000000000017,182.907,
2019-02-03,29.900000000000006,181.9856,
2019-02-04,43.30000000000001,226.0426,44.05699999999999
2019-02-05,,,
2019-02-06,,,
2019-02-07,45.099999999999994,241.4798,
2019-02-08,44.0,226.0426,
2019-02-09,42.0,218.7476,
2019-02-10,41.5,214.3028,
2019-02-11,40.70000000000002,210.5061,
2019-02-12,41.099999999999994,229.2394,18.733299999999986
2019-02-13,41.099999999999994,232.1846,2.9452
2019-02-14,39.599999999999994,219.5683,
2019-02-15,41.0,201.8083,
2019-02-16,40.400000000000006,200.6312,
2019-02-17,40.900000000000006,226.2087,25.577499999999986
2019-02-18,54.900000000000006,249.9467,23.738
2019-02-19,60.400000000000006,245.0996,
2019-02-20,62.2,237.7789,
2019-02-21,62.0,236.0886,
2019-02-22,61.2,226.5078,
2019-02-23,59.400000000000006,220.16,
2019-02-24,57.7,222.0374,1.8773999999999944
2019-02-25,56.60000000000001,217.9607,
2019-02-26,55.10000000000001,220.4561,2.4953999999999894
2019-02-27,55.10000000000001,232.2853,11.829200000000014
2019-02-28,53.60000000000001,241.0032,8.717899999999986
2019-03-01,53.2,239.7794,
2019-03-02,52.900000000000006,241.7183,1.9388999999999896
2019-03-03,52.60000000000001,243.7654,2.0471000000000004
2019-03-04,52.900000000000006,248.0517,4.286300000000011
2019-03-05,51.900000000000006,237.8467,
2019-03-06,52.2,238.8293,0.9825999999999908
2019-03-07,51.7,235.2789,
2019-03-08,51.5,250.5681,15.289199999999994
2019-03-09,51.7,256.0828,5.514700000000033
2019-03-10,50.900000000000006,266.2957,10.21289999999999
2019-03-11,51.7,265.5535,
2019-03-12,50.7,259.4698,
2019-03-13,49.2,255.1083,
2019-03-14,50.2,263.5078,8.39949999999996
2019-03-15,49.7,254.8649,
2019-03-16,49.400000000000006,262.6631,7.79819999999998
2019-03-17,47.099999999999994,261.3278,
2019-03-18,45.5,275.8745,14.546699999999987
2019-03-19,43.20000000000002,298.9379,23.0634
2019-03-20,41.900000000000006,320.1056,21.167699999999968
2019-03-21,39.400000000000006,321.9341,1.8285000000000196
2019-03-22,37.099999999999994,309.7867,
2019-03-23,33.400000000000006,309.5616,
2019-03-24,32.0,313.6639,4.102300000000014
2019-03-25,30.80000000000001,316.8782,3.21429999999998
2019-03-26,28.900000000000006,311.6288,
2019-03-27,25.700000000000017,310.0872,
2019-03-28,22.5,313.3998,3.3126000000000317
2019-03-29,18.900000000000006,311.7794,
2019-03-30,17.5,309.6366,
2019-03-31,16.200000000000017,309.0737,
2019-04-01,13.400000000000006,312.5704,3.4967000000000326
2019-04-02,9.599999999999994,316.2722,3.7017999999999915
2019-04-03,7.300000000000011,316.4993,0.22710000000000719
2019-04-04,7.400000000000006,309.599,
2019-04-05,3.9000000000000057,303.5791,
2019-04-06,4.300000000000011,314.9481,11.369000000000028
2019-04-07,0.4000000000000057,315.7044,0.7563000000000102
2019-04-08,-0.5,316.0829,0.3784999999999741
2019-04-09,-0.29999999999998295,321.8959,5.812999999999988
2019-04-10,-0.29999999999998295,313.5507,
2019-04-11,-0.29999999999998295,315.1371,1.5863999999999692
2019-04-12,0.0,320.4482,5.31110000000001
2019-04-13,0.0,310.3502,
2019-04-14,-1.5,309.4489,
2019-04-15,0.0,321.2099,11.761000000000024
2019-04-16,-0.799999999999983,315.2127,
2019-04-17,-0.29999999999998295,313.8526,
2019-04-18,-0.19999999999998863,320.6385,6.7859000000000265
2019-04-19,0.0,321.8197,1.1811999999999898
2019-04-20,-0.5,313.5885,
2019-04-21,-0.5,324.302,10.71350000000001
2019-04-22,-0.5999999999999943,322.3918,
2019-04-23,0.0,317.6364,
2019-04-24,-0.799999999999983,309.1487,
2019-04-25,-0.4000000000000057,313.5885,4.439799999999991
2019-04-26,0.0,330.3298,16.741299999999967
2019-04-27,-0.19999999999998863,316.1586,
2019-04-28,-0.4000000000000057,318.2814,2.1228000000000407
2019-04-29,-0.5,318.7372,0.4557999999999538
2019-04-30,-0.29999999999998295,322.0485,3.311300000000017
2019-05-01,-0.799999999999983,323.4992,1.4506999999999834
2019-05-02,-0.4000000000000057,324.1873,0.6881000000000199
2019-05-03,-0.5999999999999943,327.4063,3.218999999999994
2019-05-04,-1.0,331.6412,4.234900000000039
2019-05-05,-0.19999999999998863,330.8309,
2019-05-06,-0.5,329.444,
2019-05-07,0.5999999999999943,337.6461,8.202099999999973
2019-05-08,-0.19999999999998863,336.4028,
2019-05-09,0.09999999999999432,332.9933,
2019-05-10,-0.5,335.4715,2.4782000000000153
2019-05-11,0.0,327.0224,
2019-05-12,-0.09999999999999432,328.2515,1.2291000000000167
2019-05-13,-0.6999999999999886,331.7955,3.5439999999999827
2019-05-14,-0.6999999999999886,329.13599999999997,
2019-05-15,-1.0999999999999943,337.9572,8.821200000000033
2019-05-16,1.4000000000000057,337.9961,0.03890000000001237
2019-05-17,-0.29999999999998295,342.7164,4.720300000000009
2019-05-18,-0.5,342.2471,
2019-05-19,-0.5,345.0278,2.7807000000000244
2019-05-20,0.30000000000001137,352.0001,6.9722999999999615
2019-05-21,-0.4000000000000057,351.1304,
2019-05-22,0.20000000000001705,353.465,2.3345999999999663
2019-05-23,0.8000000000000114,354.2973,0.832300000000032
2019-05-24,0.5999999999999943,349.8274,
2019-05-25,0.0,357.2373,7.409899999999993
2019-05-26,0.700000000000017,357.7547,0.5174000000000092
2019-05-27,0.4000000000000057,360.8662,3.111499999999978
2019-05-28,-0.29999999999998295,358.1929,
2019-05-29,0.5,359.7081,1.515199999999993
2019-05-30,0.20000000000001705,359.3889,
2019-05-31,1.200000000000017,361.306,1.917100000000005
2019-06-01,-0.29999999999998295,361.8659,0.5599000000000274
2019-06-02,-0.4000000000000057,364.1493,2.283399999999972
2019-06-03,-0.6999999999999886,366.0768,1.927500000000009
2019-06-04,1.0999999999999943,371.1567,5.079900000000009
2019-06-05,0.4000000000000057,371.1567,0.0
2019-06-06,-2.0999999999999943,372.0871,0.9304000000000201
2019-06-07,-0.29999999999998295,371.0759,
2019-06-08,0.0,369.541,
2019-06-09,-0.09999999999999432,24.90801,
2019-06-10,0.20000000000001705,26.888440000000003,1.980430000000002
2019-06-11,0.4000000000000057,26.444509999999998,
2019-06-12,-0.5999999999999943,29.18116,2.736650000000001
2019-06-13,-1.1999999999999886,29.27887,0.09771000000000285
2019-06-14,-0.6999999999999886,28.77125,
2019-06-15,-0.9000000000000057,29.689759999999996,0.9185099999999977
2019-06-16,-0.9000000000000057,29.98375,0.2939900000000044
2019-06-17,-0.19999999999998863,40.51246,10.528709999999997
2019-06-18,1.200000000000017,48.504979999999996,7.992519999999999
2019-06-19,0.8000000000000114,53.272659999999995,4.767679999999999
2019-06-20,0.20000000000001705,52.68799,
2019-06-21,0.4000000000000057,53.16429,0.47630000000000194
2019-06-22,0.8000000000000114,64.02525,10.860959999999999
2019-06-23,-0.29999999999998295,62.76419,
2019-06-24,0.700000000000017,64.00265999999999,1.2384699999999924
2019-06-25,1.5,61.79981,
2019-06-26,-0.9000000000000057,63.57422,1.774409999999996
2019-06-27,-0.4000000000000057,65.47344,1.8992199999999997
2019-06-28,-1.0,63.056430000000006,
2019-06-29,0.0,64.07038,1.0139499999999941
2019-06-30,0.0,64.40919,0.33880999999999517
2019-07-01,-0.09999999999999432,64.04781,
2019-07-02,-0.19999999999998863,63.867290000000004,
2019-07-03,-0.19999999999998863,63.25893000000001,
2019-07-04,-0.09999999999999432,63.66434,0.4054099999999963
2019-07-05,-1.1999999999999886,64.43178,0.7674400000000006
2019-07-06,-0.29999999999998295,64.49961,0.06783000000000072
2019-07-07,0.4000000000000057,64.09295,
2019-07-08,0.5999999999999943,71.82805,7.735100000000003
2019-07-09,-0.29999999999998295,61.91177,
2019-07-10,-0.09999999999999432,63.01146,1.0996900000000025
2019-07-11,1.5,63.66434,0.6528800000000032
2019-07-12,-0.4000000000000057,67.65986,3.995519999999992
2019-07-13,-0.9000000000000057,74.32034,6.660480000000007
2019-07-14,-0.799999999999983,66.74681,
2019-07-15,-0.09999999999999432,68.89711,2.1503000000000014
2019-07-16,0.0,67.68271999999999,
2019-07-17,0.09999999999999432,66.95196999999999,
2019-07-18,0.20000000000001705,70.46276,3.5107900000000143
2019-07-19,-1.299999999999983,69.90921,
2019-07-20,1.5999999999999943,69.8401,
2019-07-21,0.700000000000017,72.45496,2.614859999999993
2019-07-22,0.700000000000017,69.79401,
2019-07-23,0.700000000000017,71.96725,2.173240000000007
2019-07-24,-0.29999999999998295,68.04879,
2019-07-25,1.3000000000000114,72.82709,4.7783000000000015
2019-07-26,0.5,99.46018000000001,26.63309000000001
2019-07-27,-0.09999999999999432,107.6445,8.184319999999985
2019-07-28,0.5999999999999943,108.6029,0.9584000000000117
2019-07-29,-0.19999999999998863,111.4148,2.8118999999999943
2019-07-30,-0.9000000000000057,109.9802,
2019-07-31,-0.19999999999998863,109.876,
2019-08-01,-0.9000000000000057,112.7501,2.8740999999999985
2019-08-02,-0.29999999999998295,111.807,
2019-08-03,0.09999999999999432,113.4326,1.6255999999999915
2019-08-04,-0.29999999999998295,114.8806,1.4480000000000075
2019-08-05,0.5999999999999943,116.4135,1.532899999999998
2019-08-06,0.8000000000000114,116.2017,
2019-08-07,0.20000000000001705,115.1972,
2019-08-08,-0.19999999999998863,113.7218,
2019-08-09,-0.5999999999999943,109.3039,
2019-08-10,-0.29999999999998295,111.5194,2.215500000000006
2019-08-11,-0.29999999999998295,111.3103,
2019-08-12,-0.4000000000000057,110.8664,
2019-08-13,0.5,111.2058,0.3393999999999977
2019-08-14,0.5999999999999943,115.8313,4.625500000000002
2019-08-15,1.0,113.0125,
2019-08-16,1.0,114.2217,1.2091999999999956
2019-08-17,1.0999999999999943,115.3028,1.0811000000000064
2019-08-18,0.8000000000000114,124.8195,9.5167
2019-08-19,0.8000000000000114,130.7342,5.914699999999982
2019-08-20,0.4000000000000057,126.99,
2019-08-21,0.09999999999999432,127.2621,0.2721000000000089
2019-08-22,-0.4000000000000057,125.8218,
2019-08-23,0.09999999999999432,125.5236,
2019-08-24,0.09999999999999432,129.7196,4.196000000000012
2019-08-25,0.09999999999999432,127.3438,
2019-08-26,-0.4000000000000057,129.9936,2.649799999999985
2019-08-27,-0.19999999999998863,127.9432,
2019-08-28,-0.5,127.9978,0.05459999999999354
2019-08-29,-0.4000000000000057,126.5821,
2019-08-30,-0.4000000000000057,126.3919,
2019-08-31,0.0,127.0716,0.6796999999999969
2019-09-01,0.5999999999999943,132.4399,5.368299999999991
2019-09-02,0.9000000000000057,134.5405,2.1006000000000142
